,company_industry,company_ipo_code,company_country,company_revenue,company_name,company_rank
337,[],AFXA.F,Germany,$11.56 B,Carl Zeiss Meditec,1288
338,['Insurance'],601336.SS,China,$11.57 B,New China Life Insurance,1287
339,['Insurance'],GL,USA,$11.58 B,Globe Life,1285
340,"['Transportation', 'Containershipping', 'Maritimetransportation']",0316.HK,Hong Kong,$11.60 B,Orient Overseas Container Line,1283
341,"['REITs', 'Realestate', 'Investment']",SGRO.L,UK,$11.59 B,SEGRO,1284
342,"['Software', 'Tech']",WTC.AX,Australia,$11.63 B,WiseTech Global,1281
343,"['Financialservices', 'Insurance']",TLX.DE,Germany,$11.63 B,Talanx,1282
344,"['Internet', 'Financialservices']",BILL,USA,$11.68 B,Bill.com,1278
345,['Pharmaceuticals'],3692.HK,China,$11.65 B,Hansoh Pharma,1280
346,"['Pharmaceuticals', 'Biotech']",NBIX,USA,$11.68 B,Neurocrine Biosciences,1279
347,[],GGG,USA,$11.42 B,Graco,1303
348,"['Usedcarretailer', 'Carretail']",KMX,USA,$10.28 B,CarMax,1400
349,"['Cement', 'Buildingmaterials', 'DAX']",HEI.DE,Germany,$10.28 B,HeidelbergCement,1399
350,"['Food', 'Dairycompanies']",SAP.TO,Canada,$10.30 B,Saputo,1397
351,"['Semiconductors', 'Tech']",ENTG,USA,$10.34 B,Entegris,1395
352,['Food'],AWL.NS,India,$10.29 B,Adani Wilmar,1398
353,['Mining'],IMP.JO,South Africa,$10.34 B,Impala Platinum,1394
354,['Financialservices'],MKTX,USA,$10.35 B,MarketAxess,1393
355,"['Hotels', 'Travel']",IHG,UK,$10.37 B,InterContinental Hotels Group,1391
356,"['OilGas', 'Energy']",MMP,USA,$10.31 B,Magellan Midstream Partners,1396
357,['Investment'],0019.HK,Hong Kong,$10.37 B,Swire Pacific,1392
358,"['Networkinghardware', 'Telecommunicationsequipment', 'Tech', 'TechHardware']",JNPR,USA,$10.37 B,Juniper Networks,1390
359,"['OilGas', 'Energy']",096775.KS,South Korea,$10.41 B,SK Innovation,1387
360,['Food'],ARMK,USA,$10.41 B,Aramark,1388
361,['Mining'],BOL.ST,Sweden,$10.39 B,Boliden,1389
362,"['Transportation', 'Maritimetransportation', 'Containershipping']",2603.TW,Taiwan,$10.43 B,Evergreen Marine,1386
363,['Pharmaceuticals'],SRPT,USA,$10.51 B,Sarepta Therapeutics,1383
364,[],EMA.TO,Canada,$10.44 B,Emera,1385
365,['Food'],BARN.SW,Switzerland,$10.51 B,Barry Callebaut,1384
366,"['Usedcarretailer', 'Carretail']",AN,USA,$10.51 B,AutoNation,1382
367,['Food'],2801.T,Japan,$10.52 B,Kikkoman,1380
368,"['Hotels', 'Travel']",7532.T,Japan,$10.52 B,Pan Pacific,1381
369,"['Semiconductors', 'Tech']",6146.T,Japan,$10.53 B,Disco Corp.,1379
370,['MediaPress'],NWS,USA,$10.53 B,News Corp,1378
371,[],CG,USA,$10.54 B,Carlyle Group,1376
372,"['Banks', 'Financialservices']",5819.KL,Malaysia,$9.70 B,(HLBank) Hong Leong Bank,1470
373,[],SOLB.VI,Belgium,$10.22 B,Solvay,1406
374,"['Automakers', 'CAC40', 'Manufacturing']",RNO.PA,France,$10.54 B,Renault,1377
375,[],CUBE,USA,$9.51 B,CubeSmart,1500
376,"['Pharmaceuticals', 'Biotech']",JAZZ,Ireland,$9.51 B,Jazz Pharmaceuticals,1499
377,"['Semiconductors', 'Tech', 'TechHardware', 'Manufacturing']",LSCC,USA,$9.51 B,Lattice Semiconductor,1498
378,['Electronics'],003550.KS,South Korea,$9.53 B,LG Corp,1497
379,['CAC40'],VIV.PA,France,$9.55 B,Vivendi,1496
380,['Construction'],FGR.PA,France,$9.56 B,Eiffage,1495
381,"['Energy', 'Electricity', 'Infrastructure']",RED.MC,Spain,$9.56 B,Red ElÃ©ctrica,1494
382,"['Financialservices', 'Tech']",FUTU,Hong Kong,$9.56 B,Futu Holdings,1493
383,['WasteRecycling'],GFL,Canada,$9.57 B,GFL Environmental,1492
384,['Insurance'],XGJ.F,Norway,$9.58 B,Gjensidige Forsikring,1491
385,['Mining'],5713.T,Japan,$9.58 B,Sumitomo Metal Mining,1489
386,[],ALLE,Ireland,$9.58 B,Allegion,1490
387,['Pulpandpaper'],SCA-B.ST,Sweden,$9.60 B,Svenska Cellulosa Aktiebolaget (SCA),1488
388,"['Realestate', 'Investment']",1821.HK,Hong Kong,$9.60 B,ESR,1487
389,"['Software', 'Tech']",CDAY,USA,$9.62 B,Ceridian,1486
390,"['Software', 'Tech']",ZEN,USA,$9.62 B,Zendesk,1485
391,['Automakers'],7202.T,Japan,$9.62 B,Isuzu,1483
392,"['Hotels', 'Gambling', 'Entertainment', 'Travel']",WYNN,USA,$9.62 B,Wynn Resorts,1484
393,"['Airlines', 'Travel', 'Transportation']",LHA.DE,Germany,$9.62 B,Lufthansa,1482
394,['AutomotiveSuppliers'],BWA,USA,$9.64 B,BorgWarner,1480
395,['Buildingmaterials'],BLDR,USA,$9.63 B,Builders FirstSource,1481
396,"['Automakers', 'ElectricVehicles', 'Manufacturing', 'Autonomousdriving']",XPEV,China,$9.64 B,XPeng,1479
397,['Transportation'],YMM,China,$9.64 B,Full Truck Alliance,1478
398,[],BN4.SI,Singapore,$9.64 B,Keppel,1477
399,"['Banks', 'Financialservices']",KBANK.BK,Thailand,$9.67 B,Kasikornbank,1475
400,['Food'],0322.HK,China,$9.65 B,Tingyi (master kang),1476
401,"['Manufacturing', 'CAC40']",ALO.PA,France,$9.42 B,Alstom,1511
402,[],PAG,USA,$8.95 B,Penske Automotive,1560
403,"['Energy', 'Electricity']",VST,USA,$9.40 B,Vistra,1512
404,[],010130.KS,South Korea,$8.54 B,Korea Zinc,1600
405,"['AssetManagement', 'Investment']",SDR.L,UK,$8.94 B,Schroders,1561
406,['Buildingmaterials'],OC,USA,$8.55 B,Owens Corning,1599
407,[],CMA,USA,$8.56 B,Comerica,1598
408,[],034730.KS,South Korea,$8.56 B,SK Group,1597
409,['Tech'],PSTG,USA,$8.57 B,Pure Storage,1596
410,['Realestate'],DWNI.DE,Germany,$8.59 B,Deutsche Wohnen,1593
411,[],SRF.NS,India,$8.57 B,SRF Limited,1595
412,[],IMCD.AS,Netherlands,$8.59 B,IMCD,1594
413,"['Transportation', 'Containershipping', 'Maritimetransportation']",9104.T,Japan,$8.62 B,Mitsui O.S.K. Lines,1592
414,"['Energy', 'OilGas']",ALD.AX,Australia,$8.64 B,Ampol,1590
415,['Buildingmaterials'],JHX,Ireland,$8.63 B,James Hardie Industries,1591
416,['Utilitycompanies'],UU.L,UK,$8.67 B,United Utilities,1588
417,"['ScientificTechnicalInstruments', 'Medicalequipment']",7701.T,Japan,$8.65 B,Shimadzu,1589
418,[],UMI.VI,Belgium,$8.67 B,Umicore,1587
419,[],AAP,USA,$8.68 B,Advance Auto Parts,1586
420,"['Chemicals', 'Fertilizercompanies']",OCI.AS,Netherlands,$8.72 B,OCI,1584
421,['Electronics'],6506.T,Japan,$8.69 B,Yaskawa,1585
422,"['Electricity', 'Utilitycompanies', 'Energy']",TATAPOWER.NS,India,$8.73 B,Tata Power,1583
423,['Banks'],QNBFB.IS,Turkey,$8.75 B,QNB Finansbank,1582
424,"['Airlines', 'Travel', 'Transportation']",9201.T,Japan,$8.77 B,Japan Airlines,1580
425,['Telecommunication'],3045.TW,Taiwan,$8.77 B,Taiwan Mobile,1581
426,"['Realestate', 'Investment']",COLD,USA,$7.80 B,Americold,1699
427,"['Banks', 'Financialservices']",BBL.BK,Thailand,$7.82 B,Bangkok Bank,1698
428,"['Mining', 'Goldmining']",AU,South Africa,$7.82 B,AngloGold Ashanti,1697
429,"['Financialservices', 'Banks']",2890.TW,Taiwan,$7.84 B,Sinopac Financial Holdings,1696
430,"['Pharmaceuticals', 'Biotech']",HALO,USA,$7.80 B,Halozyme Therapeutics,1700
431,['Manufacturing'],INDT.ST,Sweden,$7.84 B,Indutrade,1695
432,"['Retail', 'SupermarketChains']",DNP.WA,Poland,$7.85 B,Dino Polska,1694
433,[],G13.SI,Singapore,$7.87 B,Genting Singapore,1693
434,['Carrental'],CAR,USA,$7.87 B,Avis Budget Group,1692
435,[],6965.T,Japan,$7.89 B,Hamamatsu,1691
436,[],OGE,USA,$7.90 B,OGE Energy,1690
437,[],SBS,Brazil,$7.91 B,Sabesp,1688
438,['Food'],USFD,USA,$7.92 B,US Foods,1686
439,['Biotech'],NVCR,Jersey,$7.90 B,Novocure,1689
440,[],FND,USA,$7.92 B,Floor & Decor,1687
441,"['Retail', 'Clothing', 'Sportsgoods']",JD.L,UK,$7.92 B,JD Sports Fashion,1685
442,"['OilGas', 'Energy']",9531.T,Japan,$7.93 B,TÅkyÅ Gas,1683
443,"['ECommerce', 'Internet', 'Tech']",3064.T,Japan,$7.93 B,Monotaro,1682
444,"['Banks', 'Financialservices']",P9O.F,Poland,$7.96 B,PKO Bank Polski,1679
445,['Electronics'],RRX,USA,$7.95 B,Regal Rexnord,1680
446,"['Mining', 'Goldmining']",SBSW,South Africa,$7.96 B,Sibanye-Stillwater,1678
447,"['Banks', 'Financialservices']",BCVN.SW,Switzerland,$7.94 B,Banque Cantonale Vaudoise,1681
448,"['Banks', 'Financialservices']",PNB.NS,India,$7.71 B,Punjab National Bank,1712
449,[],WMS,USA,$7.35 B,Advanced Drainage Systems,1776
450,['Healthcare'],CHE,USA,$7.71 B,Chemed,1711
451,"['Stockexchanges', 'Financialservices', 'StockCryptoexchanges']",S68.SI,Singapore,$7.21 B,Singapore Exchange,1800
452,"['Electronics', 'Tech', 'TechHardware']",3037.TW,Taiwan,$7.21 B,Unimicron,1799
453,"['OilGas', 'Energy']",010950.KS,South Korea,$7.22 B,S-OIL,1796
454,"['Banks', 'Financialservices']",OTP.F,Hungary,$7.21 B,OTP Bank,1797
455,['AutomotiveSuppliers'],7259.T,Japan,$7.22 B,Aisin Seiki,1795
456,['Food'],4707.KL,Malaysia,$7.21 B,Nestle Malaysia,1798
457,[],ISDAY,Israel,$7.24 B,Israel Discount Bank,1793
458,[],RL,USA,$7.24 B,Ralph Lauren,1794
459,[],EREGL.IS,Turkey,$7.25 B,Erdemir,1791
460,['Telecommunication'],KT,South Korea,$7.26 B,KT Corporation,1790
461,[],DCI,USA,$7.25 B,Donaldson,1792
462,"['Cement', 'Buildingmaterials']",1101.TW,Taiwan,$7.29 B,Taiwan Cement,1787
463,[],ORI,USA,$7.29 B,Old Republic International,1788
464,[],CU.TO,Canada,$7.28 B,Canadian Utilities,1789
465,['PaintCoating'],BERGEPAINT.NS,India,$7.30 B,Berger Paints,1785
466,[],GFC.PA,France,$7.29 B,Gecina,1786
467,['Healthcare'],MASI,USA,$7.32 B,Masimo,1781
468,"['Mining', 'Goldmining', 'SilverMining']",RGLD,USA,$7.32 B,Royal Gold,1782
469,"['Railways', 'Transportation']",9042.T,Japan,$7.31 B,Hankyu Hanshin Holdings,1784
470,"['Transportation', 'Maritimetransportation']",3816.KL,Malaysia,$7.32 B,MISC Berhad,1783
471,"['DAX', 'Chemicals']",1COV.F,Germany,$7.33 B,Covestro,1780
472,['Electronics'],009155.KS,South Korea,$7.34 B,Samsung Electro-Mechanics,1778
473,['Insurance'],PHNX.L,UK,$7.34 B,Phoenix Group,1777
474,"['Banks', 'Financialservices']",UNIONBANK.NS,India,$7.34 B,Union Bank of India,1779
475,"['Electricity', 'Utilitycompanies', 'Energy']",CPFE3.SA,Brazil,$7.35 B,CPFL Energia,1775
476,[],SBNY,USA,$7.36 B,Signature Bank,1774
477,[],G1A.F,Germany,$7.36 B,GEA Group,1772
478,[],PNR,UK,$7.38 B,Pentair,1769
479,[],MANH,USA,$7.36 B,Manhattan Associates,1773
480,[],5201.T,Japan,$7.37 B,AGC,1771
481,"['Realestate', 'CAC40']",URW.AS,France,$7.37 B,Unibail-Rodamco-Westfield,1770
482,"['OilGas', 'Utilitycompanies', 'Energy']",GAIL.NS,India,$7.38 B,GAIL,1768
483,['Construction'],SKA-B.ST,Sweden,$6.67 B,Skanska,1900
484,"['Medicaldevices', 'Medicalequipment']",GETI-B.ST,Sweden,$6.68 B,Getinge,1899
485,[],KNSL,USA,$6.68 B,Kinsale Capital Group,1898
486,"['Internet', 'Tech', 'Healthcare', 'Telehealth']",DOCS,USA,$6.69 B,Doximity,1896
487,"['MotorcycleManufacturers', 'Manufacturing']",HEROMOTOCO.NS,India,$6.68 B,Hero MotoCorp,1897
488,[],ST,USA,$6.69 B,Sensata Technologies,1892
489,[],MUSA,USA,$6.69 B,Murphy USA,1894
490,"['Infrastructure', 'TollRoadOperators']",ALX.AX,Australia,$6.69 B,Atlas Arteria,1895
491,['Medicaldevices'],AMP.MI,Italy,$6.69 B,Amplifon,1893
492,[],EGP,USA,$6.69 B,EastGroup Properties,1891
493,[],ASRNL.AS,Netherlands,$6.71 B,ASR Nederland,1890
494,[],FR,USA,$6.72 B,First Industrial Realty Trust,1889
495,['Healthcare'],DVA,USA,$6.74 B,DaVita,1886
496,['Realestate'],0017.HK,Hong Kong,$6.73 B,New World Development Company,1887
497,[],BRX,USA,$6.74 B,Brixmor Property Group,1884
498,"['Investment', 'Mining', 'CoalMining']",SOL.AX,Australia,$6.74 B,Washington H. Soul Pattinson and Company (WHSP),1885
499,['Retail'],CTC.TO,Canada,$6.75 B,Canadian Tire,1883
500,[],7951.T,Japan,$6.73 B,Yamaha,1888
501,"['OilGas', 'Energy']",5019.T,Japan,$6.75 B,Idemitsu Kosan,1882
502,"['AssetManagement', 'Financialservices']",IGM.TO,Canada,$6.75 B,IGM Financial,1881
503,"['Chemicals', 'Pharmaceuticals', 'Biotech']",BANB.SW,Switzerland,$6.77 B,Bachem,1878
504,[],HOG,USA,$6.76 B,Harley-Davidson,1880
505,['Chemicals'],4021.T,Japan,$6.76 B,Nissan Chemical,1879
506,"['Airports', 'Infrastructure']",KLH.F,Denmark,$6.79 B,Copenhagen Airport,1875
507,"['Videogames', 'Retail']",GME,USA,$6.77 B,GameStop,1877
508,['Engineering'],MTZ,USA,$6.79 B,MasTec,1876
509,[],5486.T,Japan,$6.80 B,Hitachi Metals,1874
510,[],TIINDIA.NS,India,$6.80 B,Tube Investments of India,1873
511,['Sportsgoods'],PLNT,USA,$6.80 B,Planet Fitness,1872
512,['Telecommunication'],OTE.F,Greece,$6.81 B,OTE Group,1871
513,[],AIZ,USA,$6.81 B,Assurant,1870
514,['Financialservices'],3769.T,Japan,$6.83 B,GMO Payment Gateway,1866
515,"['Energy', 'Renewableenergy', 'Electricity']",NPI.TO,Canada,$6.81 B,Northland Power,1869
516,['Insurance'],BALN.SW,Switzerland,$6.81 B,BÃ¢loise,1868
517,['Luxurygoods'],3P7.F,Denmark,$6.84 B,Pandora,1865
518,['Mining'],MDKA.JK,Indonesia,$6.82 B,Merdeka Copper Gold,1867
519,['Chemicals'],2310.SR,Saudi Arabia,$6.84 B,Saudi International Petrochemical Company (Sipchem),1863
520,['Pharmaceuticals'],ASND,Denmark,$6.84 B,Ascendis Pharma,1864
521,[],NEP,USA,$6.84 B,NextEra Energy Partners,1862
522,"['OilGas', 'Energy']",RRC,USA,$6.64 B,Range Resources,1910
523,"['Videogames', 'Tech']",259960.KS,South Korea,$6.38 B,Krafton,1973
524,['Automakers'],PII,USA,$6.26 B,Polaris,2000
525,"['Retail', 'SupermarketChains']",SBRY.L,UK,$6.37 B,Sainsbury's,1974
526,"['Manufacturing', 'Investment']",MRO.L,UK,$6.38 B,Melrose Industries,1972
527,"['Electricity', 'Utilitycompanies', 'Energy']",EGIE3.SA,Brazil,$6.27 B,ENGIE Brasil,1999
528,"['Transportation', 'Maritimetransportation', 'Containershipping']",2615.TW,Taiwan,$6.28 B,Wan Hai Lines,1998
529,"['Retail', 'HomeKitchenAppliances']",REH.AX,Australia,$6.28 B,Reece Group,1997
530,['Retail'],TRENT.NS,India,$6.29 B,Trent Limited,1996
531,[],TRQ,Canada,$6.29 B,Turquoise Hill Resources,1994
532,['Internet'],NAUKRI.NS,India,$6.29 B,Info Edge,1993
533,['Chemicals'],WCH.F,Germany,$6.31 B,Wacker Chemie,1992
534,[],SISE.IS,Turkey,$6.29 B,ÅiÅecam,1995
535,['Telecommunication'],TEL2-A.ST,Sweden,$6.31 B,Tele2,1991
536,['Realestate'],SPSN.SW,Switzerland,$6.31 B,Swiss Prime Site,1989
537,"['OilGas', 'Energy']",MGY,USA,$6.31 B,Magnolia Oil & Gas,1990
538,"['Realestate', 'Investment']",3283.T,Japan,$6.35 B,Nippon Prologis REIT,1985
539,['Telecommunication'],TPG.AX,Australia,$6.33 B,TPG Telecom,1986
540,['Medicaldevices'],WDH1.F,Denmark,$6.31 B,Demant,1988
541,['Utilitycompanies'],9532.T,Japan,$6.33 B,Osaka Gas,1987
542,[],6479.T,Japan,$6.35 B,MinebeaMitsumi,1983
543,[],WFG,Canada,$6.35 B,West Fraser Timber,1982
544,"['REITs', 'Realestate', 'Investment']",STWD,USA,$6.35 B,Starwood Property Trust,1984
545,['Telecommunication'],INDUSTOWER.NS,India,$6.36 B,Indus Towers,1980
546,"['Robotics', 'Tech']",SYM,USA,$6.36 B,Symbotic,1979
547,['Realestate'],LODHA.NS,India,$6.36 B,Lodha Group,1981
548,"['Financialservices', 'Tech', 'Internet']",377300.KS,South Korea,$6.36 B,Kakao Pay,1977
549,['Insurance'],8795.T,Japan,$6.37 B,T&D Holdings,1976
550,"['Cement', 'Buildingmaterials']",CX,Mexico,$6.36 B,Cemex,1978
551,[],RRTL.F,Luxembourg,$6.39 B,RTL Group,1971
552,['Realestate'],3003.T,Japan,$6.37 B,Hulic,1975
553,"['Hotels', 'Travel']",WTB.L,UK,$6.39 B,Whitbread,1970
554,['CosmeticsandBeauty'],090430.KS,South Korea,$6.39 B,Amorepacific,1969
555,[],XRAY,USA,$6.39 B,Dentsply Sirona,1967
556,"['Hotels', 'Travel']",1128.HK,Macau,$6.39 B,Wynn Macau,1968
557,[],SF,USA,$6.39 B,Stifel,1966
558,['Chemicals'],PIIND.NS,India,$6.39 B,PI Industries,1965
559,[],NYCB,USA,$5.85 B,New York Community Bank,2100
560,[],AYI,USA,$5.85 B,Acuity Brands,2099
561,['Retail'],KFI1.F,UK,$5.85 B,Kingfisher,2098
562,[],VLY,USA,$5.86 B,Valley Bank,2097
563,[],TOM.OL,Norway,$5.87 B,Tomra,2095
564,"['Banks', 'Financialservices']",IOB.NS,India,$5.87 B,Indian Overseas Bank,2094
565,[],LFUS,USA,$5.88 B,Littelfuse,2093
566,"['Realestate', 'Investment', 'REITs']",MGR.AX,Australia,$5.89 B,Mirvac Group,2092
567,"['Software', 'Tech']",NEM.F,Germany,$5.86 B,Nemetschek,2096
568,"['Semiconductors', 'Tech', 'TechHardware']",3034.TW,Taiwan,$5.90 B,Novatek Microelectronics,2091
569,['MotorcycleManufacturers'],TVSMOTOR.NS,India,$5.91 B,TVS Motor,2089
570,"['Steelproducers', 'Steelindustry']",SSAB-B.ST,Sweden,$5.92 B,SSAB,2087
571,[],SON,USA,$5.91 B,Sonoco,2090
572,"['Software', 'Tech']",XM,USA,$5.93 B,Qualtrics,2086
573,"['Semiconductors', 'Tech', 'TechHardware']",SOI.PA,France,$5.93 B,Soitec,2085
574,"['Transportation', 'Courier']",9064.T,Japan,$5.91 B,Yamato Holdings,2088
575,['Telecommunication'],TIMB,Brazil,$5.93 B,TIM S.A.,2084
576,[],PPC,USA,$5.95 B,Pilgrim's Pride,2081
577,['Investment'],AMG,USA,$5.95 B,Affiliated Managers Group,2083
578,"['Pharmaceuticals', 'Biotech']",ELAN,USA,$5.96 B,Elanco,2080
579,[],5332.T,Japan,$5.95 B,TOTO,2082
580,[],STAG,USA,$5.96 B,STAG Industrial,2079
581,"['Financialservices', 'Investment', 'Insurance']",LNC,USA,$5.96 B,Lincoln National Corporation,2078
582,['Financialservices'],DNB,USA,$5.97 B,Dun & Bradstreet,2076
583,"['Cement', 'Buildingmaterials']",ACC.NS,India,$5.97 B,ACC,2075
584,['Financialservices'],VOYA,USA,$5.97 B,Voya Financial,2074
585,"['ECommerce', 'Tech', 'Internet', 'Retail']",NYKAA.NS,India,$5.98 B,Nykaa,2072
586,"['Videogames', 'Entertainment', 'Tech']",9766.T,Japan,$5.97 B,Konami Holdings,2077
587,"['ITservices', 'Professionalservices']",4768.T,Japan,$5.98 B,Otsuka,2071
588,"['Banks', 'Financialservices']",2801.TW,Taiwan,$5.98 B,Chang Hwa Commercial Bank,2073
589,"['Footwear', 'Manufacturing']",CROX,USA,$5.98 B,Crocs,2070
590,"['Software', 'Tech']",CFLT,USA,$5.99 B,Confluent,2069
591,['Chemicals'],4204.T,Japan,$6.01 B,Sekisui Chemical,2067
592,['Food'],CPIN.JK,Indonesia,$6.01 B,Charoen Pokphand Indonesia,2068
593,"['Electricity', 'Energy']",JSWENERGY.NS,India,$6.01 B,JSW Energy,2066
594,['Transportation'],SAIA,USA,$6.01 B,Saia,2065
595,"['Steelindustry', 'Manufacturing']",TX,Luxembourg,$6.03 B,Ternium,2062
596,"['Banks', 'Financialservices']",BZI.F,Poland,$6.02 B,Santander Polska,2063
597,['Chemicals'],2290.SR,Saudi Arabia,$6.02 B,Yanbu National Petrochemical,2064
598,[],SLGN,USA,$5.84 B,Silgan Holdings,2102
599,[],MKSI,USA,$5.43 B,MKS Instruments,2196
600,['Realestate'],4250.SR,Saudi Arabia,$5.43 B,Jabal Omar Development,2197
601,['Carrental'],HTZ,USA,$5.43 B,Hertz,2199
602,[],STN,Canada,$5.42 B,Stantec,2200
603,"['REITs', 'Realestate', 'Investment']",AIRC,USA,$5.43 B,Apartment Income REIT,2198
604,"['Investment', 'Realestate']",3281.T,Japan,$5.43 B,GLP J-REIT,2195
605,"['Banks', 'Financialservices']",ISCTR.IS,Turkey,$5.43 B,TÃ¼rkiye Is Bankasi,2194
606,[],COV.PA,France,$5.44 B,Covivio,2193
607,[],C09.SI,Singapore,$5.44 B,City Developments,2190
608,"['Banks', 'Financialservices']",AUBANK.NS,India,$5.44 B,AU Small Finance Bank,2192
609,"['Tech', 'TechHardware', 'Semiconductors', 'Electronics']",2408.TW,Taiwan,$5.45 B,Nanya Technology,2188
610,['Telecommunication'],AAF.L,UK,$5.44 B,Airtel Africa,2191
611,[],SIGI,USA,$5.45 B,Selective Insurance,2187
612,"['Sportsgoods', 'Clothing']",COLM,USA,$5.45 B,Columbia Sportswear,2189
613,['Insurance'],BEZ.L,UK,$5.46 B,Beazley,2185
614,['Mining'],KGC,Canada,$5.45 B,Kinross Gold,2186
615,['Chemicals'],UNVR,USA,$5.47 B,Univar Solutions,2184
616,[],QUINENCO.SN,Chile,$5.47 B,QuiÃ±enco,2183
617,[],MP,USA,$5.47 B,MP Materials,2182
618,"['ITsecurity', 'Tech', 'Software']",KNBE,USA,$5.48 B,KnowBe4,2180
619,"['Banks', 'Financialservices']",3618.HK,China,$5.48 B,Chongqing Rural Commercial Bank,2179
620,['Financialservices'],MUTHOOTFIN.NS,India,$5.49 B,Muthoot Finance,2178
621,['Beverages'],BROS,USA,$5.49 B,Dutch Bros,2177
622,"['StaffingEmploymentServices', 'Professionalservices']",ADEN.SW,Switzerland,$5.48 B,Adecco Group,2181
623,"['Realestate', 'Investment', 'REITs']",LAND.L,UK,$5.51 B,Land Securities Group,2176
624,"['Realestate', 'Investment', 'REITs']",CAR-UN.TO,Canada,$5.52 B,Canadian Apartment Properties REIT,2175
625,"['OilGas', 'Energy']",DTM,USA,$5.52 B,DT Midstream,2174
626,['Engineering'],AZ2.F,Austria,$5.53 B,Andritz,2171
627,"['Software', 'Tech', 'ITsecurity']",CYBR,Israel,$5.53 B,CyberArk,2170
628,"['Healthcare', 'Insurance']",MPL.AX,Australia,$5.52 B,Medibank,2173
629,"['Banks', 'Financialservices']",UBSI,USA,$5.52 B,United Bankshares,2172
630,[],EFN.TO,Canada,$5.55 B,Element Fleet Management,2168
631,['Construction'],1812.T,Japan,$5.55 B,Kajima,2169
632,[],VNOM,USA,$5.16 B,Viper Energy Partners,2273
633,[],BWXT,USA,$5.41 B,BWX Technologies,2210
634,"['OilGas', 'Energy']",CIVI,USA,$5.08 B,Civitas Resources,2300
635,"['Banks', 'Financialservices']",RAW.F,Austria,$5.09 B,Raiffeisen Bank International,2297
636,['Healthcare'],EBO.NZ,New Zealand,$5.08 B,Ebos Group,2299
637,"['OilGas', 'Energy']",FTI,UK,$5.10 B,TechnipFMC,2296
638,"['OilGas', 'Energy']",AM,USA,$5.09 B,Antero Midstream,2298
639,[],NATI,USA,$5.10 B,National Instruments,2295
640,['Realestate'],CTPNV.AS,Netherlands,$5.10 B,CTP N.V.,2294
641,"['Railways', 'Investment', 'Infrastructure']",IRFC.NS,India,$5.10 B,Indian Railway Finance,2292
642,[],ENSG,USA,$5.11 B,The Ensign Group,2290
643,['Realestate'],PSPN.SW,Switzerland,$5.10 B,PSP Swiss Property,2293
644,"['Airports', 'Infrastructure']",FHZN.SW,Switzerland,$5.10 B,Zurich Airport,2291
645,"['Pharmaceuticals', 'Biotech']",ITCI,USA,$5.12 B,Intra-Cellular Therapies,2288
646,[],LHCG,USA,$5.11 B,LHC Group,2289
647,"['Conglomerate', 'Manufacturing', 'Machinerymanufacturing']",CGPOWER.NS,India,$5.13 B,CG Power and Industrial Solutions,2287
648,['Chemicals'],CLN.SW,Switzerland,$5.13 B,Clariant,2284
649,"['Carretail', 'Usedcarretailer', 'Internet', 'ECommerce']",IAA,USA,$5.13 B,IAA-Insurance Auto Auctions,2286
650,"['Usedcarretailer', 'Internet', 'Carretail', 'Tech']",CAR.AX,Australia,$5.13 B,Carsales,2285
651,[],GXO,USA,$5.14 B,GXO Logistics,2283
652,[],EXPO,USA,$5.14 B,Exponent,2282
653,['Education'],IEL.AX,Australia,$5.14 B,IDP Education,2281
654,"['Electricity', 'Renewableenergy']",NHPC.NS,India,$5.14 B,NHPC Limited,2280
655,[],BC,USA,$5.15 B,Brunswick Corporation,2276
656,"['Healthcare', 'StaffingEmploymentServices', 'Professionalservices']",AMN,USA,$5.14 B,AMN Healthcare Services,2277
657,"['Tech', 'TechHardware']",6669.TW,Taiwan,$5.14 B,Wiwynn,2279
658,"['Mining', 'CoalMining', 'Energy']",YAL.AX,Australia,$5.14 B,Yancoal,2278
659,[],VRT,USA,$5.15 B,Vertiv Holdings,2275
660,['Realestate'],BALD-B.ST,Sweden,$5.16 B,Fastighets AB Balder,2272
661,['Automakers'],0489.HK,China,$5.15 B,Dongfeng Motor,2274
662,"['Gambling', 'Entertainment']",PENN,USA,$5.16 B,Penn National Gaming,2270
663,['Mining'],LYI.F,Malaysia,$5.16 B,Lynas,2268
664,"['SpecialtyVehicles', 'Manufacturing']",ASHOKLEY.NS,India,$5.16 B,Ashok Leyland,2269
665,"['Mining', 'Goldmining']",EDV.TO,UK,$5.16 B,Endeavour Mining,2267
