,company_ceo,company_name
6610,,SK CHEMICALS
6611,,MENICON
6612,,VIPER ENERGY PARTNERS LP
6613,,CVS GROUP
6614,,HUDSON
6615,,WINALL HI-TECH SEED
6616,,ATEA ASA
6617,,JPMORGAN EMERGING MARKETS INVESTMENT TRUST
6618,,BARCO NV
6619,,TAIWAN FAMILYMART
6620,,TWO HARBORS INVESTMENT
6621,,PROGRESS SOFTWARE CORPORATION
6622,,SHANGHAI SHIMAO
6623,,NCC AB (PUBL)
6624,,MEGAPORT
6625,,GRINM ADVANCED MATERIALS
6626,,JIANGSU SANFANGXIANG INDUSTRY CO. LTD
6627,,NEXPOINT RESIDENTIAL TRUST
6628,,BEIJING WANDONG MEDICAL TECHNOLOGY
6629,,"WUXI PAIKE NEW MATERIALS TECHNOLOGY CO.,LTD."
6630,,PT CAPITAL FINANCIAL INDONESIA TBK
6631,,COMSTOCK RESOURCES
6632,,HEXAWARE TECHNOLOGIES
6633,,STERLING CHECK CORP.
6634,,MYRIAD GENETICS
6635,,SHENZHEN INVESTMENT
6636,,MITSUBISHI LOGISTICS CORPORATION
6637,,AEROFLOT - RUSSIAN AIRLINES
6638,,L.D.C
6639,,"NINGBO JINTIAN COPPER(GROUP) CO., LTD."
6640,,HARBIN BOSHI AUTOMATION
6641,,OCEAN'S KING LIGHTING SCIENCE & TECHNOLOGY
6642,,SDIPTECH AB (PUBL)
6643,,JPMORGAN AMERICAN INVESTMENT TRUST
6644,,LAXMI ORGANIC INDUSTRIES LIMITED
6645,,KILLAM APARTMENT REAL ESTATE INVESTMENT TRUST
6646,,LUSHANG HEALTH INDUSTRY DEVELOPMENT
6647,,GUANGDONG BAOLIHUA NEW ENERGY STOCK
6648,,VIRTUSA CORPORATION
6649,,EASTERLY GOVERNMENT PROPERTIES
6650,,CBIZ
6651,,ICF INTERNATIONAL
6652,,HUDSON'S BAY COMPANY
6653,,NV5 GLOBAL
6654,,TOPAZ ENERGY CORP.
6655,,GRUPO COMERCIAL CHEDRAUI
6656,,CHINA EXPRESS AIRLINES
6657,,HEXATRONIC GROUP AB (PUBL)
6658,,VTECH HOLDINGS
6659,,NUVOTON TECHNOLOGY CORPORATION
6660,,UNIDAS - TODOS OS DIREITOS RESERVADOS
6661,,PROTERRA INC.
6662,,NOS S.G.P.S
6663,,HANWHA LIFE INSURANCE
6664,,GUBRE FABRIKALARI T.A.S
6665,,KING YUAN ELECTRONICS
6666,,NAGASE & CO
6667,,BUCKLE
6668,,MURRAY INTERNATIONAL TRUST
6669,Hilton H. Howell Jr.,GRAY TELEVISION
6670,,3I INFOTECH
6671,,DERICHEBOURG
6672,,COFACE SA
6673,,TUNGHSU OPTOELECTRONIC TECHNOLOGY
6674,,CHINA MEHECO GROUP
6675,,"JIANGSU TOLAND ALLOY CO.,LTD"
6676,,BANK OF N.T. BUTTERFIELD & SON
6677,,PT INDUSTRI JAMU DAN FARMASI SIDO MUNCUL TBK
6678,,ALIOR BANK
6679,,TALKTALK TELECOM GROUP
6680,,VARDHMAN TEXTILES
6681,,LUYANG ENERGY-SAVING MATERIALS
6682,,CENTENNIAL RESOURCE DEVELOPMENT
6683,,GREEN CROSS CORPORATION
6684,,"CLEAR SECURE, INC."
6685,,KWG GROUP HOLDINGS
6686,,"ALIGNMENT HEALTHCARE, INC."
6687,,GREEN DOT CORPORATION
6688,,MIDEA REAL ESTATE HOLDING
6689,,ALFEN
6690,,JUPITER FUND MANAGEMENT
6691,,NUVEEN PREFERRED SECURITIES INCOME FUND
6692,,HERCULES CAPITAL
6693,,USANA HEALTH SCIENCES
6694,,SIGDO KOPPERS
6695,,GOLDMAN SACHS BDC
6696,,THINKON SEMICONDUCTOR JINZHOU CORP.
6697,,ZHEJIANG ORIENT FINANCIAL HOLDINGS GROUP
6698,,ALLIED PROPERTIES (H.K.)
6699,,CAMTEK
6700,,PT BANK TABUNGAN PENSIUNAN NASIONAL SYARIAH TBK
6701,,BEIJING TIANYISHANGJIA NEW MATERIAL
6702,,IMPINJ
6703,,ZHEJIANG HUATIE EMERGENCY EQUIPMENT SCIENCE & TECHNOLOGY
6704,,FUJIAN SNOWMAN
6705,,CODEMASTERS GROUP HOLDINGS
6706,,"CORSAIR GAMING, INC."
6707,,ORIENT CORPORATION
6708,,COMFORIA RESIDENTIAL
6709,,SHANGHAI SINYANG SEMICONDUCTOR MATERIALS
6710,,CHINA EVERBRIGHT
6711,,HILL & SMITH HOLDINGS
6712,,PARAGON BANKING GROUP
6713,,"SUZHOU JINHONG GAS CO., LTD."
6714,,HENAN YICHENG NEW ENERGY
6715,,MIDDLESEX WATER COMPANY
6716,,MONRO
6717,,ACADIA REALTY TRUST
6718,,SYNCONA LIMITED
6719,,HANA MICROELECTRONICS PUBLIC COMPANY
6720,,TIANJIN PORT
6721,,SPAREBANK 1 OSTLANDET
6722,,POLARIS GROUP
6723,,"CYXTERA TECHNOLOGIES, INC."
6724,,YGSOFT
6725,,KINGNET NETWORK
6726,,SHANTOU DONGFENG PRINTING
6727,,PBF ENERGY
6728,,KOSMOS ENERGY
6729,,ENGHOUSE SYSTEMS
6730,,PLAZA
6731,,HYUNDAI ROTEM COMPANY
6732,,XPERI HOLDING CORPORATION
6733,,OXFORD INSTRUMENTS
6734,,BANCA POPOLARE DI SONDRIO S.C.P.A
6735,,HOLLY ENERGY PARTNERS
6736,,ROYCE VALUE TRUST
6737,,SCANDINAVIAN TOBACCO GROUP A/S
6738,,BELL FOOD GROUP AG
6739,,SUPERIOR INDUSTRIES EUROPE AG
6740,,BALTIC CLASSIFIEDS GROUP PLC
6741,,SANTAM LTD
6742,,BAJAJ ELECTRICALS
6743,,JIANGSU ZIJIN RURAL COMMERCIAL BANK
6744,,SYDBANK A/S
6745,,BUSINESS-INTELLIGENCE OF ORIENTAL NATIONS CORPORATION
6746,,KONFOONG MATERIALS INTERNATIONAL
6747,,TRIPLE FLAG PRECIOUS METALS CORP.
6748,,SHENZHEN ENVICOOL TECHNOLOGY
6749,,AAREAL BANK AG
6750,,SPROTT PHYSICAL URANIUM TRUST FUND
6751,,NAFINE CHEMICAL INDUSTRY GROUP
6752,,BOOHOO GROUP
6753,,LINKLOGIS
6754,,JOHN WOOD GROUP
6755,,PINNACLE INVESTMENT MANAGEMENT GROUP
6756,,WUXI CHIPOWN MICRO-ELECTRONICS LIMITED
6757,,USHIO
6758,,NOK CORPORATION
6759,,EQUINOX GOLD
6760,,CSW INDUSTRIALS
6761,,DIGITAL GARAGE
6762,,VITEC SOFTWARE GROUP AB (PUBL)
6763,,VODAFONE QATAR
6764,,HOUGHTON MIFFLIN HARCOURT COMPANY
6765,,HOPE BANCORP
6766,,NHK SPRING
6767,,MARCUS & MILLICHAP
6768,,BEIJING SHOUHANG RESOURCES SAVING
6769,,SRF
6770,,CHINA NATIONAL ELECTRIC APPARATUS RESEARCH INSTITUTE
6771,,HUNAN GOLD CORPORATION
6772,,GREAT EAGLE HOLDINGS
6773,,HILLMAN SOLUTIONS CORP.
6774,,CHINA OVERSEAS GRAND OCEANS GROUP
6775,,CEMENTOS ARGOS S.A.
6776,,LABRADOR IRON ORE ROYALTY CORPORATION
6777,,IRONWOOD PHARMACEUTICALS
6778,,"CUSTOM TRUCK ONE SOURCE, INC."
6779,,SUZHOU SLAC PRECISION EQUIPMENT
6780,,SOCIETE ANONYME DES BAINS DE MER ET DU CERCLE DES ETRANGERS A MONACO
6781,,GLENMARK PHARMACEUTICALS
6782,,EXIDE INDUSTRIES
6783,,HEFEI JIANGHANG AIRCRAFT EQUIPMENT CORPORATION LTD.
6784,,HANGZHOU STEAM TURBINE
6785,,EQUATORIAL PARA DISTRIBUIDORA DE ENERGIA
6786,,CHINA LOGISTICS PROPERTY HOLDINGS CO. LTD
6787,,"HIROGIN HOLDINGS, INC."
6788,,BEIJING GEHUA CATV NETWORK
6789,,PHENIX OPTICAL COMPANY
6790,,"GLOBALSTAR, INC."
6791,,TPG INC.
6792,,ALLOGENE THERAPEUTICS
6793,,VOLTALIA SA
6794,,TECHNOGYM
6795,,DRAPER ESPRIT
6796,,CASSAVA SCIENCES
6797,,LANDIS+GYR GROUP AG
6798,,TODA CORPORATION
6799,,APOLLO COMMERCIAL REAL ESTATE FINANCE
6800,,SHANGHAI ZIJIANG ENTERPRISE GROUP
6801,,BWP TRUST
6802,,AUSTERLITZ ACQUISITION CORP II
6803,,GREEN PLAINS
6804,,SHANGHAI JINQIAO EXPORT PROCESSING ZONE DEVELOPMENT
6805,,MCGRATH RENTCORP
6806,,HUDBAY MINERALS
6807,,ISRAEL CANADA (T.R) LTD
6808,,WEATHERFORD INTERNATIONAL PLC
6809,,SEMBCORP MARINE LTD
6810,,CHEMOMETEC A/S
6811,,"ARRAY TECHNOLOGIES, INC."
6812,,GUIZHOU PANJIANG REFINED COAL
6813,,KUSURI NO AOKI HOLDINGS
6814,,DAISEKI
6815,,RATCH GROUP PUBLIC COMPANY
6816,,MICRO FOCUS INTERNATIONAL
6817,,JCHX MINING MANAGEMENT
6818,,YANTAI SHUANGTA FOOD
6819,,PATRICK INDUSTRIES
6820,,EMBOTELLADORA ANDINA
6821,,DIS-CHEM PHARMACIES
6822,,INFINERA CORPORATION
6823,,NORTH HUAJIN CHEMICAL INDUSTRIES
6824,,MATRIX IT
6825,,TECH-BANK FOOD
6826,,NORTHERN BITCOIN AG
6827,,XINHUANET
6828,,"MEDLIVE TECHNOLOGY CO., LTD."
6829,,8X8
6830,,NSFOCUS INFORMATION TECHNOLOGY
6831,,BLOOMIN' BRANDS
6832,,CELULOSA ARGENTINA
6833,,NINGBO HAITIAN PRECISION MACHINERY
6834,,MARSHALLS
6835,,AICA KOGYO COMPANY
6836,,JOHNSON ELECTRIC HOLDINGS
6837,,HE BEI CHENG DE LOLO COMPANY
6838,,TOA PAINT (THAILAND) PUBLIC COMPANY
6839,,WUSTENROT & WURTTEMBERGISCHE AG
6840,,CHEIL WORLDWIDE
6841,,RICHELIEU HARDWARE
6842,,NANTONG JIANGSHAN AGROCHEMICAL & CHEMICALS
6843,,CELLINK AB (PUBL)
6844,,REN - REDES ENERGETICAS NACIONAIS SGPS
6845,,COMPANIA DE MINAS BUENAVENTURA
6846,,SHENZHEN YAN TIAN PORT HOLDINGS
6847,,VICTORIA
6848,,"SHENZHEN ZHAOWEI MACHINERY & ELECTRONIC CO., LTD."
6849,,CAL-MAINE FOODS
6850,,ENTERPRISE FINANCIAL SERVICES CORP
6851,,CSG SYSTEMS INTERNATIONAL
6852,,META FINANCIAL GROUP
6853,,BEIJING STRONG BIOTECHNOLOGIES
6854,,VOLATI AB
6855,,INTERFOR CORPORATION
6856,,MOMO
6857,,CYBRID TECHNOLOGIES INC.
6858,,INVINCIBLE INVESTMENT CORPORATION
6859,,PIMCO CORPORATE & INCOME OPPORTUNITY FUND
6860,,VICAT SA
6861,,REALOGY HOLDINGS
6862,,CHINA COAL XINJI ENERGY
6863,,HAW PAR CORPORATION
6864,,RENGO
6865,,STABILUS
6866,,INDRA SISTEMAS
6867,,DALLAH HEALTHCARE COMPANY
6868,,TAMBURI INVESTMENT PARTNERS
6869,,COMPASS DIVERSIFIED HOLDINGS LLC
6870,,XINJIANG YILITE INDUSTRY
6871,,ZHEJIANG WANFENG AUTO WHEEL
6872,,SHANGHAI HUAFON ALUMINIUM CORPORATION
6873,,AAMAL COMPANY
6874,,SINO-OCEAN GROUP HOLDING
6875,,HOLITECH TECHNOLOGY
6876,,"HOTAI FINANCE CO., LTD."
6877,,BAYTEX ENERGY CORP.
6878,,PT. HARUM ENERGY TBK
6879,,CENCOSUD SHOPPING
6880,,JACK IN BOX
6881,,K'S HOLDINGS CORPORATION
6882,,NANTKWEST
6883,,WHIRLPOOL
6884,,ABERCROMBIE & FITCH
6885,,AOSHIKANGTECHNOLOGYCO. LTD
6886,,JINCHUAN GROUP INTERNATIONAL RESOURCES
6887,,ASSETMARK FINANCIAL HOLDINGS
6888,,MANAPPURAM FINANCE
6889,,AUTOGRILL
6890,,BLACKROCK ENHANCED EQUITY DIVIDEND TRUST
6891,,MEGAWORLD CORPORATION
6892,,NINGBO YUNSHENG
6893,,SHANGHAI ATHUB
6894,,KRISHNA INSTITUTE OF MEDICAL SCIENCES LIMITED
6895,,"SHANDONG INTCO RECYCLING RESOURCES CO., LTD."
6896,,TEXTAINER GROUP HOLDINGS
6897,,"XIAMEN AMOYTOP BIOTECH CO., LTD."
6898,,BEIJING XINWEI TECHNOLOGY GROUP
6899,,"HEBEI SINOPACK ELECTRONIC TECHNOLOGY CO.,LTD."
6900,,BEIJING ULTRAPOWER SOFTWARE
6901,,ANHUI HUILONG AGRICULTURAL MEANS OF PRODUCTION
6902,,BEIJING PIESAT INFORMATION TECHNOLOGY
6903,,BESTTONE HOLDING
6904,,SHANGHAI BAOLONG AUTOMOTIVE CORPORATION
6905,,COMPASS MINERALS INTERNATIONAL
6906,,HEMNET GROUP AB (PUBL)
6907,,WINPAK
6908,,BENESSE HOLDINGS
6909,,OSISKO GOLD ROYALTIES LTD
6910,,QASSIM CEMENT COMPANY
6911,,FUELCELL ENERGY
6912,,PIMCO DYNAMIC INCOME FUND
6913,,PIMCO DYNAMIC INCOME OPPORTUNITIES FUND
6914,,GCM GROSVENOR INC.
6915,,ALAMO GROUP
6916,,KINTETSU WORLD EXPRESS
6917,,INTERNATIONAL GAMES SYSTEM CO. LTD
6918,,BIOTEST
6919,,ZHENDE MEDICAL
6920,,ZHEJIANG DUN'AN ARTIFICIAL ENVIRONMENT CO. LTD
6921,,JIANMIN PHARMACEUTICAL GROUP
6922,,MODIVCARE INC.
6923,,"OUTSET MEDICAL, INC."
6924,,TI FLUID SYSTEMS
6925,,ZHONGLIANG HOLDINGS GROUP COMPANY
6926,,TALEND
6927,,KENEDIX RESIDENTIAL NEXT INVESTMENT CORPORATION
6928,,MARUICHI STEEL TUBE
6929,,"XINXIANG RICHFUL LUBE ADDITIVE CO., LTD"
6930,,MAYINGLONG PHARMACEUTICAL GROUP
6931,,LIBERTY ALL-STAR EQUITY FUND
6932,,FIDELITY EUROPEAN VALUES
6933,,HUNAN CORUN NEW ENERGY
6934,,ALLIANZ TECHNOLOGY TRUST
6935,,SECURE INCOME REIT
6936,,DAVE & BUSTER'S ENTERTAINMENT
6937,,CAPSTONE MINING CORP.
6938,,FIRST RESOURCES
6939,,AT & S AUSTRIA TECHNOLOGIE & SYSTEMTECHNIK
6940,,BEIJING AOSAIKANG PHARMACEUTICAL
6941,,NANJING GAOKE COMPANY
6942,,NORTHWEST BANCSHARES
6943,,DYNAGREEN ENVIRONMENTAL PROTECTION GROUP
6944,,MATERION CORPORATION
6945,,SHENZHEN FRD SCIENCE & TECHNOLOGY
6946,,BAYTEX ENERGY
6947,,BRIGHT HEALTH GROUP INC.
6948,,"CS DISCO, INC."
6949,,"INSTIL BIO, INC."
6950,,CIMPRESS
6951,,PIRAEUS BANK
6952,,NIPPON SHOKUBAI
6953,,"SHANGHAI ZHONGYIDA CO., LTD."
6954,,GUANGXI LIUGONG MACHINERY
6955,,RAFFLES MEDICAL GROUP LTD
6956,,DELEK LOGISTICS PARTNERS LP
6957,,GLOBAL BLOOD THERAPEUTICS
6958,,MOTILAL OSWAL FINANCIAL SERVICES
6959,,SALINI IMPREGILO
6960,,CENTURIA INDUSTRIAL REIT
6961,,FORMULA SYSTEMS (1985)
6962,,MIGDAL INSURANCE AND FINANCIAL HOLDINGS
6963,,ZHEJIANG MEIDA INDUSTRIAL
6964,,EXTREME NETWORKS
6965,,ZHEJIANG DAILY DIGITAL CULTURE GROUP
6966,,CENTURY PLYBOARDS (INDIA)
6967,,SINOMACH AUTOMOBILE
6968,,PHREESIA
6969,,COMPUTER AGE MANAGEMENT SERVICES
6970,,FARADAY FUTURE
6971,,GP CLUB
6972,,MOON ACTIVE
6973,,POSHMARK
6974,,YOU & MR JONES
6975,,"N-ABLE, INC."
6976,,THE LION ELECTRIC COMPANY
6977,,TINEXTA
6978,,DANIELI & C. OFFICINE MECCANICHE
6979,,XPEL
6980,,WORLD FUEL SERVICES CORPORATION
6981,,EVERI HOLDINGS
6982,,"SGIS SONGSHAN CO., LTD."
6983,,INTERRENT REAL ESTATE INVESTMENT TRUST
6984,,FDM GROUP (HOLDINGS)
6985,,AOTECAR NEW ENERGY TECHNOLOGY
6986,,SHINVA MEDICAL INSTRUMENT
6987,,CHINA BUILDING MATERIAL TEST & CERTIFICATION GROUP
6988,,SIA ENGINEERING COMPANY
6989,,DICKER DATA
6990,,ZHEJIANG WANSHENG
6991,,DATANG TELECOM TECHNOLOGY
6992,,CHENGDU CORPRO TECHNOLOGY
6993,,PT SMARTFREN TELECOM TBK
6994,,TARO PHARMACEUTICAL INDUSTRIES
6995,,KAILUAN ENERGY CHEMICAL
6996,,ARBOR REALTY TRUST
6997,,UTI ASSET MANAGEMENT COMPANY
6998,,"ANHUI WANWEI UPDATED HIGH-TECH MATERIAL INDUSTRY CO.,LTD"
6999,,BANGCHAK CORPORATION PUBLIC COMPANY
7000,,QINGDAO EAST STEEL TOWER STOCK CO.LTD
7001,,EASTERN COMMUNICATIONS
7002,,"SHENZHEN BIOEASY BIOTECHNOLOGY CO., LTD."
7003,,TOD'S
7004,,SHANGHAI GUIJIU
7005,,EURONAV NV
7006,,MERITOR
7007,,VCANBIO CELL & GENE ENGINEERING LTD
7008,,MGP INGREDIENTS
7009,,IREADER TECHNOLOGY
7010,,FOCUSED PHOTONICS (HANGZHOU)
7011,,VESTUM AB (PUBL)
7012,,SEINO HOLDINGS
7013,,FUJI KYUKO
7014,,HYUNDAI WIA CORPORATION
7015,,ZHE JIANG DALI TECHNOLOGY
7016,,JIANGSU HUACHANG CHEMICAL
7017,,BIOPHARMA CREDIT
7018,,ZIMPLATS HOLDINGS
7019,,LANTHEUS HOLDINGS
7020,,COMPEQ MANUFACTURING
7021,,GRAND INDUSTRIAL HOLDING
7022,,TONG HSING ELECTRONIC INDUSTRIES
7023,,SOBUTE NEW MATERIALS CO. LTD
7024,,ALERION CLEAN POWER
7025,,SUPERIOR PLUS
7026,,DIFFER GROUP HOLDING COMPANY
7027,,IIFL WEALTH MANAGEMENT LIMITED
7028,,BANK OF CHONGQING
7029,,GEMDALE PROPERTIES AND INVESTMENT CORPORATION
7030,,CONTINENTAL BUILDING PRODUCTS
7031,,HNI CORPORATION
7032,,SHAANXI CONSTRUCTION MACHINERY
7033,,"YANGMEI CHEMICAL CO.,LTD"
7034,,SAPIENS INTERNATIONAL CORPORATION
7035,,HENAN PINGGAO ELECTRIC
7036,,GUANGZHOU SIE CONSULTING
7037,,AN HUI WENERGY COMPANY
7038,,LANZHOU LS HEAVY EQUIPMENT CO. LTD
7039,,PACIFIC BASIN SHIPPING
7040,,NOAH HOLDINGS
7041,,GRUPO SBF
7042,,IROBOT CORPORATION
7043,,GRUPPO MUTUIONLINE S.P.A
7044,,MELCO INTERNATIONAL DEVELOPMENT
7045,,U-MING MARINE TRANSPORT CORPORATION
7046,,MOMENTUM METROPOLITAN HOLDINGS
7047,,BLACKROCK MUNICIPAL 2030 TARGET TERM TRUST
7048,,WIDEOPENWEST
7049,,NUSTAR ENERGY
7050,,MONALISA GROUP
7051,,CHINA DEVELOPMENT BANK FINANCIAL LEASING
7052,,FERRO CORPORATION
7053,,HANGZHOU ONECHANCE TECH CROP
7054,,CRESTWOOD EQUITY PARTNERS LP
7055,,NINGXIA JIAZE RENEWABLES CORPORATION
7056,,CHARTER HALL RETAIL REAL ESTATE INVESTMENT TRUST
7057,,BEIJING CAREER INTERNATIONAL
7058,,SHENZHEN TAGEN GROUP
7059,,NOVA LJUBLJANSKA BANKA D.D
7060,,SICHUAN CHENGFEI INTEGRATION TECHNOLOGYLTD
7061,,CRESCO LABS
7062,,SIHUAN PHARMACEUTICAL HOLDINGS GROUP LTD.
7063,,LEARNING TECHNOLOGIES GROUP
7064,,GUANGDONG TONZE ELECTRIC
7065,,AB IGNITIS GRUPE
7066,,CANADIAN SOLAR
7067,,VIVA CHINA HOLDINGS LIMITED
7068,,MONTANA AEROSPACE AG
7069,,LA COMER
7070,,MATSUI SECURITIES
7071,,MOTOR OIL (HELLAS) CORINTH REFINERIES S.A.
7072,,FNAC DARTY SA
7073,,GLOBALWORTH REAL ESTATE INVESTMENTS LIMITED
7074,,APOLLO TYRES
7075,,SINO HORIZON HOLDINGS
7076,,HUBER+SUHNER AG
7077,,BANK OF MAHARASHTRA
7078,,HAMBURGER HAFEN UND LOGISTIK
7079,,NBT BANCORP
7080,,BP MIDSTREAM PARTNERS LP
7081,,CONSTELLATION PHARMACEUTICALS
7082,,ANHUI JULONG TRANSMISSION TECHNOLOGY
7083,,NINGBO YONG XIN OPTICS
7084,,FARADAY TECHNOLOGY CORPORATION
7085,,WRIGHT INVESTORS' SERVICE HOLDINGS
7086,,BRADESPAR
7087,,PJT PARTNERS
7088,,AIN HOLDINGS
7089,,SUL AMERICA
7090,,LANCASHIRE HOLDINGS
7091,,HITEJINRO
7092,,SWEDENCARE AB (PUBL)
7093,,CHIPBOND TECHNOLOGY CORPORATION
7094,,BPOST SA/NV
7095,,PET VALU HOLDINGS LTD.
7096,,ANIMA HOLDING S.P.A.
7097,,CHENGDU ALD AVIATION MANUFACTURING CORPORATION
7098,,DIP CORPORATION
7099,,LIECHTENSTEINISCHE LANDESBANK
7100,,PRECINCT PROPERTIES NEW ZEALAND
7101,,PRESS METAL BHD
7102,,ORIENT GROUP INCORPORATION
7103,,ALSEA
7104,,DIOS FASTIGHETER AB (PUBL)
7105,,NEXTAGE
7106,,WEIS MARKETS
7107,,SHENZHEN MICROGATE TECHNOLOGY
7108,,CLAL INSURANCE ENTERPRISES HOLDINGS
7109,,JTC
7110,,Y.H. DIMRI CONSTRUCTION & DEVELOPMENT LTD
7111,,MOON ENVIRONMENT TECHNOLOGY
7112,,ZHEJIANG WEIXING INDUSTRIAL DEVELOPMENT
7113,,HEALTH CATALYST
7114,,COCA-COLA ICECEK ANONIM SIRKETI
7115,,AGIOS PHARMACEUTICALS
7116,,MORPHIC HOLDING
7117,,FU SHOU YUAN INTERNATIONAL GROUP
7118,,ABERFORTH SMALLER COMPANIES TRUST
7119,,GRANITE CONSTRUCTION
7120,,SAUL CENTERS
7121,,SOLUS ADVANCED MATERIALS
7122,,MOONPIG GROUP PLC
7123,,SHANGHAI AJ GROUP
7124,,WEST HOLDINGS CORPORATION
7125,,OUE COMMERCIAL REAL ESTATE INVESTMENT TRUST
7126,,SHANDONG LONGDA MEAT FOODSTUFF
7127,,ETERNAL MATERIALS
7128,,KRONOS WORLDWIDE
7129,,ALOK INDUSTRIES
7130,,ALEXANDER & BALDWIN
7131,,APLUS FINANCIAL
7132,,CHONGQING DEPARTMENT STORE
7133,,NARAYANA HRUDAYALAYA
7134,,JENTECH PRECISION INDUSTRIAL
7135,,HAINAN HAIDE INDUSTRY
7136,,ZHEJIANG JINGGONG SCIENCE & TECHNOLOGY CO. LTD
7137,,SHANGHAI FENGYUZHU EXHIBITION
7138,,DOUZONE BIZON
7139,,DENA
7140,,LUNDIN GOLD
7141,,MERIAN CHRYSALIS INVESTMENT COMPANY LIMITED
7142,,"JANUS INTERNATIONAL GROUP, INC."
7143,,FUJITEC
7144,,UBE INDUSTRIES
7145,,SYSTEMAX
7146,,REE AUTOMOTIVE LTD.
7147,,SOTETSU HOLDINGS
7148,,NTG NORDIC TRANSPORT GROUP A/S
7149,,GS YUASA CORPORATION
7150,,TOKYO SEIMITSU
7151,,PT BANK MAYBANK INDONESIA TBK
7152,,EMPIRE STATE REALTY TRUST
7153,,METHODE ELECTRONICS
7154,,UCO BANK
7155,,CONVERGE TECHNOLOGY SOLUTIONS CORP.
7156,,OX2 AB (PUBL)
7157,,S IMMO AG
7158,,SHANGHAI BAOSTEEL PACKAGING
7159,,BEIJER ALMA AB (PUBL)
7160,,SHANXI ZHANGZE ELECTRIC POWER
7161,,ENDURANCE INTERNATIONAL GROUP HOLDINGS
7162,,"NINGBO ZHENYU TECHNOLOGY CO., LTD."
7163,,PALADIN ENERGY LIMITED
7164,,YINGKOU JINCHEN MACHINERY
7165,,GUIZHOU CHANHEN CHEMICAL CORPORATION
7166,,TRAINLINE
7167,,MULTIPLAN EMPREENDIMENTOS IMOBILIARIOS
7168,,FENIX OUTDOOR INTERNATIONAL AG
7169,,CREATE SD HOLDINGS
7170,,SINOSTEEL ENGINEERING & TECHNOLOGY
7171,,FUJI OIL HOLDINGS
7172,,COSCO SHIPPING SPECIALIZED CARRIERS
7173,,PENNYMAC MORTGAGE INVESTMENT TRUST
7174,,FORMOSA TAFFETA
7175,,SAUDI AIRLINES CATERING COMPANY
7176,,TORIDOLL HOLDINGS CORPORATION
7177,,HANNSTAR DISPLAY CORPORATION
7178,,WALLISER KANTONALBANK
7179,,GUIZHOU GAS GROUP CORPORATION
7180,,COHU
7181,,SHENZHEN SUNLINE TECH
7182,,FENG HSIN STEEL
7183,,TPG SPECIALTY LENDING
7184,,BONHEUR ASA
7185,,CHIPSEA TECHNOLOGIES (SHENZHEN) CORP.
7186,,SOLUTIONS 30 S.E
7187,,CHINA PETROCHEMICAL DEVELOPMENT CORPORATION
7188,,ENCORE CAPITAL GROUP
7189,,TX GROUP AG
7190,,BARLOWORLD
7191,,TIANJIN RINGPU BIO-TECHNOLOGY
7192,,STOCK YARDS BANCORP
7193,,"MONTROSE ENVIRONMENTAL GROUP, INC."
7194,,COFCO MEAT HOLDINGS
7195,,ALLIANCE RESOURCE PARTNERS
7196,,"HIGHPEAK ENERGY, INC."
7197,,FARADAY FUTURE INTELLIGENT ELECTRIC INC.
7198,,DOCEBO
7199,,"UCLOUD TECHNOLOGY CO., LTD."
7200,,LENDINGTREE
7201,,SLEEP NUMBER CORPORATION
7202,,PING IDENTITY HOLDING
7203,,LOJAS AMERICANAS
7204,,KOKUYO
7205,,REALORD GROUP HOLDINGS
7206,,NISHI-NIPPON RAILROAD
7207,,PREMIER INVESTMENT CORPORATION
7208,,VETOQUINOL SA
7209,,TS TECH
7210,,CANGZHOU MINGZHU PLASTIC
7211,,"XINJIANG JOINWORLD CO.,LTD."
7212,,SHIJIAZHUANG CHANGSHAN BEIMING TECHNOLOGY CO. LTD
7213,,CITIC GUOAN INFORMATION INDUSTRY
7214,,TUNG HO STEEL ENTERPRISE CORPORATION
7215,,ZHEJIANG NARADA POWER SOURCE
7216,,STARHUB LTD
7217,,ANHUI EXPRESSWAY COMPANY
7218,,OCTOPUS TITAN VCT
7219,,TELIX PHARMACEUTICALS
7220,,LONG YUAN CONSTRUCTION GROUP
7221,,BEAR ELECTRIC APPLIANCE
7222,,NORTHERN OIL AND GAS
7223,,KEDA GROUP
7224,,TIANJIN SONGJIANG
7225,,CAMPING WORLD HOLDINGS
7226,,TOEI COMPANY
7227,,LOTTE CORPORATION
7228,,VOYAGER DIGITAL (CANADA)
7229,,PETKIM PETROKIMYA HOLDING A.S.
7230,,SHANDONG JINCHENG PHARMACEUTICAL GROUP CO. LTD
7231,,MITSUBISHI ESTATE LOGISTICS REIT INVESTMENT CORPORATION
7232,,ASSECO POLAND
7233,,CONVERGE TECHNOLOGY SOLUTIONS
7234,,FARGLORY LAND DEVELOPMENT
7235,,STANDARD FOODS CORPORATION
7236,,TERNA ENERGY SOCIETE ANONYME COMMERCIAL TECHNICAL COMPANY
7237,,HACHIJUNI BANK
7238,,LECTRA SA
7239,,YOUNGONE CORPORATION
7240,,"SHENZHEN HYMSON LASER INTELLIGENT EQUIPMENTS CO.,LTD."
7241,,CHURCHILL CAPITAL CORP II
7242,,HONGLI ZHIHUI GROUP
7243,,CINDA REAL ESTATE
7244,,SHANDONG YISHENG LIVESTOCK & POULTRY BREEDING
7245,,ANDLAUER HEALTHCARE GROUP
