,company_location,company_industry,company_revenue,company_name,company_employees,company_website
4788,"Ribera Del Loira, 60, Madrid, 28042",Power,$21.2B,Endesa SA,"9,215",www.endesa.com/es
4789,"Rua Actor Antonio Silva, No 7, Lisboa, 1649-033",Retailing,$13.9B,Jeronimo Martins SGPS SA,"123,458",www.jeronimomartins.com/en
4790,"1200 Intrepid Avenue, 2nd Floor, Philadelphia, Pennsylvania, 19112",Retailing,$184.3M,Rite Aid Corp,"53,000",www.riteaid.com
4791,"Bellerivestrasse 30, Zuerich, 8008",Business and Consumer Services,$6.1B,Adecco Group A.G.,"37,000",www.adeccogroup.com
4792,"255 Quai De La Bataille De Stalingrad, Issy-Les-Moulineaux, Ile-de-France, 92866",Leisure and Arts,$14.5B,Sodexo SA,"421,991",www.sodexo.com
4793,"Komatsu Bldg., 2-3-6, Akasaka, Minato-Ku, Tokyo, 107-8414",Industrial Goods and Machinery,$22.9B,Komatsu Ltd,"62,774",www.komatsu.jp/ja
4794,"Av. El Golf 150 Piso 17, Las Condes",Energy and Utilities,$9.8B,Empresas Copec SA,,www.empresascopec.cl
4795,"No.2, Fuxing East Road, Shanghai, 200010",Financial Services,$7.8B,Fosun International Ltd,"106,000",www.fosun.com
4796,"Holmens Kanal 2 - 12, Koebenhavn K, 1092",Financial Services,$17.5B,Danske Bank AS,"21,528",danskebank.dk
4797,"81 Bay Street, Cibc Square, Po Box 770, Toronto, Ontario, M5J0E7",Financial Services,$39.2B,Canadian Imperial Bank of Commerce,"49,505",www.cibc.com
4798,"422 S Church St, Charlotte, North Carolina, 28242",Power,$78.7B,Duke Energy Corp,"27,605",www.duke-energy.com
4799,"Adi-Dassler-Strasse 1, Herzogenaurach, 91074",Retailing,$29.0B,adidas AG,"60,661",www.adidas-group.com
4800,"1-3 Strand, London, WC2N5EH",Power,$46.9B,National Grid Plc,"30,756",www.nationalgrid.com
4801,"Millstream, Maidenhead Road, Windsor, SL45GD",Power,$7.0B,Centrica Plc,"19,704",www.centrica.com
4802,"Alfredstrasse 236, Essen, 45133",Construction,$4.9B,HOCHTIEF Aktiengesellschaft,"35,687",www.hochtief.de
4803,"151 West 34th Street, New York, 10001",Retailing,$6.3B,Macy's Inc,"88,857",www.macysinc.com
4804,"Suite 500, 666 Grand Avenue, Des Moines, Iowa, 50309-2580",Power,,Berkshire Hathaway Energy Co,"23,600",www.berkshirehathawayenergyco.com
4805,"One Albert Quay, Albert Quay, Cork, T12X8N6",Industrial Goods and Machinery,$45.4B,Johnson Controls International Plc,"101,000",www.johnsoncontrols.com
4806,"2211 N 1st St, San Jose, California, 95131-2021",Financial Services,$88.1B,PayPal Holdings Inc,"30,900",www.paypal.com
4807,"Ulitsa Solnechnaya, D. 15/5, Krasnodar, 350072",Retailing,,Magnit PJSC,"357,000",magnit-info.ru
4808,"Tcl Tech Mansion, No.17 Huifeng San Road, Zhongkai High-Tech Development Zone, Huizhou, Guangdong, 516001",Consumer Packaged Goods,$10.2B,TCL Technology Group Corp,"65,159",www.tcltech.com
4809,"8f, Cimc R&D Center, Shenzhen, Guangdong, 518067",Transport and Logistics,$4.9B,China International Marine Containers (Group) Co Ltd,"69,520",www.cimc.com
4810,"3-6-16, Nakanoshima, Kita-Ku, Osaka-Shi, 530-8270",Power,$8.9B,The Kansai Electric Power Co Inc,"31,963",www.kepco.co.jp
4811,"2555 Telegraph Rd, Bloomfield Hills, Michigan, 48302-0954",Automotive,$8.2B,Penske Automotive Group Inc,"25,000",www.penskeautomotive.com
4812,"23f-41f, Gran Tokyo South Tower, 1-9-2, Marunouchi, Chiyoda-Ku, 100-6640",Business and Consumer Services,$55.6B,Recruit Holdings Co Ltd,"51,757",recruit-holdings.com
4813,"China Reinsurance Building, No.11 Jinrong Street, Xicheng District, Beijing, 100033",Financial Services,$3.2B,China Reinsurance (Group) Corporation,"55,965",www.chinare.com.cn
4814,"Henkestr. 127, Erlangen, 91052",Medical Equipment,$60.0B,Siemens Healthineers AG,"70,000",www.siemens-healthineers.com
4815,"Kaistr. 3, Duesseldorf, 40221",Retailing,$1.1B,Ceconomy AG,"44,280",www.ceconomy.de
4816,"Jalan Trunojoyo Blok M No. 135, Kebayoran Baru, Jakarta, 12160",Power,,PT PLN (Persero),"54,129",www.pln.co.id
4817,"3050 Bowers Ave, Santa Clara, California, 95054-3299",Technology and Communications,$92.8B,Applied Materials Inc,"27,000",www.appliedmaterials.com
4818,"11, Seocho-Daero 74-Gil, Seocho-Gu, Seoul, 06620",Financial Services,$11.6B,Samsung Life Insurance Co Ltd,"5,348",www.samsunglife.com
4819,"Tweede Weteringplantsoen 21, Amsterdam, 1017ZD",Consumer Packaged Goods,$55.7B,Heineken NV,"85,000",www.theheinekencompany.com
4820,"200 Sw 1st Ave, Fort Lauderdale, Florida, 33301",Automotive,$5.5B,AutoNation Inc,"22,200",www.autonation.com
4821,"Tcs House, Raveline Street, Fort, Mumbai, 400001",Technology and Communications,$152.0B,Tata Consultancy Services Ltd,"616,171",www.tcs.com
4822,"One Amgen Center Drive, Thousand Oaks, California, 91320",Pharmaceuticals and Healthcare,$141.1B,Amgen Inc,"24,200",www.amgen.com
4823,"6601 W Broad St, Richmond, Virginia, 23230",Consumer Packaged Goods,$78.9B,Altria Group Inc,"6,000",www.altria.com
4824,"Changi South Lane, Singapore City, 486123",Technology and Communications,$10.7B,Flex Ltd,"172,648",https://flex.com/
4825,"1 Ppg Pl, Pittsburgh, Pennsylvania, 15222-5415",Consumer Packaged Goods,$48.6B,The Kraft Heinz Co,"36,000",www.kraftheinzcompany.com
4826,"No. 19, Anyuan, Anhui Bei Li, Chaoyang District, Beijing, 100101",Power,$10.7B,GD Power Development Co Ltd,"42,374",www.600795.com.cn
4827,"No.198, Changjiang Road, Nanjing, Jiangsu, 210018",Industrial Goods and Machinery,$1.2B,Sumec Corporation Ltd,"20,202",www.sumec.com
4828,"Lg Twin Tower, 128, Yeoui-Daero, Yeongdeungpo-Gu, Seoul, 07336",Technology and Communications,$3.8B,LG Display Co Ltd,"70,707",www.lgdisplay.com
4829,"5 Greenway Plaza, Suite 110, Houston, Texas, 77046",Energy and Utilities,$58.6B,Occidental Petroleum Corp,"11,678",www.oxy.com
4830,"Avenida America, 38, Madrid, 28028",Energy and Utilities,$27.2B,Naturgy Energy Group SA,"7,115",www.naturgy.com
4831,"Karakaari 7, Espoo, 02610",Technology and Communications,$27.2B,Nokia Corp,"87,927",www.nokia.com
4832,"16-18th Floor, Nihonbashi 1-Chome Building, 4-1, Nihonbashi 1-chome, Chuo-ku, Tokyo, 103-8247",Metals and Mining,,Marubeni-Itochu Steel Inc,"9,960",www.benichu.com
4833,"Second Floor, Washington House, 16 Church Street, Hamilton, HM11",Financial Services,,Athene Holding Ltd,"1,350",www.athene.com
4834,"N/A, 500 Volvo Parkway, Chesapeake, Virginia, 23320",Retailing,$31.9B,Dollar Tree Inc,"61,886",www.dollartree.com
4835,"Tianhe Mansion, No.1256 Hebei East Road, Wulumuqi, Xinjiang, 830013",Construction,$11.4B,Xinjiang Tianshan Cement Co Ltd,"70,829",www.sinoma-tianshan.cn
4836,"Aditya Birla Centre, S. K. Ahire Marg, Worli, Mumbai, 400030",Metals and Mining,$13.8B,Hindalco Industries Ltd,"35,869",www.hindalco.com
4837,"Ballindamm 25, Hamburg, 20095",Transport and Logistics,$40.0B,Hapag-Lloyd AG,"14,321",www.hapag-lloyd.com/de
4838,"Floor 3, 415 Mission Street, San Francisco, California, 94105",Technology and Communications,$145.5B,Salesforce Inc,"73,541",www.salesforce.com
4839,"7-1, Shiba 5-chome, Minato-Ku, Tokyo, 108-8001",Technology and Communications,$9.7B,NEC Corp,"117,418",www.nec.com
4840,"1 Angel Court, London, EC2R7AG",Financial Services,$44.5B,Prudential Plc,"14,486",www.prudentialplc.com
4841,"Hua Xia Bank Mansion, No. 22 Jianguomen Nei Avenue, Dongcheng District, Beijing, 100005",Financial Services,$12.3B,Hua Xia Bank Co Ltd,"39,738",www.hxb.com.cn
4842,"Stirling Square, 6 Carlton Gardens, London, SW1Y5AD",Aerospace and Defense,$31.6B,BAE Systems Plc,"91,400",www.baesystems.com
4843,"2788 San Tomas Expressway, Santa Clara, California, 95051",Technology and Communications,$427.5B,NVIDIA Corp,"22,473",www.nvidia.com
4844,"North Yihe, Huamei Shan Road, Chengdong New District, Luanchuan County, Luoyang, Henan, 471500",Metals and Mining,$15.0B,CMOC Group Ltd,"11,472",www.cmoc.com
4845,"910 Louisiana Street, Houston, Texas, 77002",Power,$7.3B,NRG Energy Inc,"6,635",www.nrg.com
4846,"Torshamnsgatan 21, Stockholm, 16440",Technology and Communications,$20.6B,Telefonaktiebolaget LM Ericsson,"104,490",www.ericsson.com
4847,"5505 Blue Lagoon Drive, Miami, Florida, 33126",Construction,$27.8B,Lennar Corp,"10,753",www.lennar.com
4848,"2-1-1, Nihombashi Hongoku-Cho, Chuo-Ku, Tokyo, 103-8660",Financial Services,$203.2M,Bank of Japan,,www.boj.or.jp
4849,"No.20 Hequ Street, Shahekou District, Dalian, Liaoning , 100007",Retailing,$13.4B,Zhongsheng Group Holdings Ltd,"37,172",www.zs-group.com.cn
4850,"1 Sylvan Way, Parsippany, New Jersey, 7054",Energy and Utilities,$5.5B,PBF Energy Inc,"3,418",www.pbfenergy.com
4851,"No. 99 Shuanghe Street, Shunyi District, Beijing, 101300",Automotive,$2.4B,BAIC Motor Corporation Ltd,"18,549",www.baicmotor.com
4852,"Unit 7602Bâ7604A, Level 76, International Commerce Centre, 1 Austin Road West, Kowloon, Hong Kong",Consumer Packaged Goods,$7.7B,WH Group Ltd,"105,000",www.wh-group.com
4853,"333 Lakeside Dr, Foster City, California, 94404",Pharmaceuticals and Healthcare,$105.0B,Gilead Sciences Inc,"14,400",www.gilead.com
4854,"Yinong Town, Xiaoshan District, Hangzhou, Zhejiang, 311247",Chemicals,$18.4B,Rongsheng Petrochemical Co Ltd,"19,331",www.cnrspc.com
4855,"75 Quai D Orsay, Paris Cedex 07, 75321",Chemicals,$81.5B,Air Liquide SA,"66,400",www.airliquide.com
4856,"Brookfield Place Tower 2, Level 14 123 Street Georges Terrace, Perth, 6000",Retailing,$39.2B,Wesfarmers Ltd,"120,000",www.wesfarmers.com.au
4857,"19f, Umeda Center Bldg., 2-4-12, Nakazaki-Nishi, Kita-Ku, Osaka-Shi, 530-8323",Industrial Goods and Machinery,$49.7B,Daikin Industries Ltd,"88,698",www.daikin.co.jp
4858,"211 19th Street East, Suite 1700, Saskatoon, Saskatchewan, S7K5R6",Chemicals,$40.3B,Nutrien Ltd,"23,500",www.nutrien.com
4859,"2100 Mckinney Avenue, Suite 1250, Dallas, Texas, 75201",Construction,$26.4B,CBRE Group Inc,"105,000",www.cbre.us
4860,"200 Oceangate, Suite 100, Long Beach, California, 90802-4317",Financial Services,$17.2B,Molina Healthcare Inc,"14,000",molinacares.com
4861,"Schenkkade 65, 's-Gravenhage, 2595AS",Financial Services,$12.4B,NN Group NV,"15,168",www.nn-group.com
4862,"3-1, Shinchi, Fuchu-Cho, Aki-Gun, Hiroshima, 730-8670",Automotive,$4.9B,Mazda Motor Corp,"48,750",www.mazda.co.jp
4863,"22F, No. 189, Jingmao 2nd Road, Taipei, Taipei , 11568",Technology and Communications,$3.0B,WPG Holdings Ltd,"6,060",www.wpgholdings.com
4864,"23 Place Des Carmes-Dechaux, Clermont-Ferrand Cedex 9, 63040",Automotive,$22.7B,Compagnie Generale des Etablissements Michelin,"127,387",www.michelin.fr
4865,"Lilly Corporate Ctr, Drop Code 1094, Lilly Corporate Ctr, Indianapolis, 46285-0001",Pharmaceuticals and Healthcare,$334.5B,Eli Lilly and Co,"35,000",www.lilly.com
4866,"Rue Du Marais 31, Bruxelles, 1000",Alternative Energy,$9.2B,Umicore NV/SA,"11,350",www.umicore.be
4867,"1701 E Mossy Oaks Road, Spring, Texas, 77389",Technology and Communications,$20.6B,Hewlett Packard Enterprise Co,"60,400",investors.hpe.com
4868,"1020 Eskdale Road, Winnersh Triangle, Wokingham, RG415TS",Wholesale,$28.5B,Ferguson Plc,"36,000",www.fergusonplc.com
4869,"1515 Broadway, New York, 10036",Media,$13.1B,Paramount Global,"22,965",www.paramount.com
4870,"17 Boulevard Haussmann, Paris, 75009",Consumer Packaged Goods,$36.5B,Danone SA,"98,105",www.danone.com
4871,"Bt Centre, 81 Newgate Street, London, EC1A7AJ",Technology and Communications,$15.7B,BT Group Plc,"98,400",www.bt.com
4872,"Suite 200, 905 West Fulton Market, Chicago, Illinois, 60607",Consumer Packaged Goods,$88.2B,Mondelez International Inc,"79,000",www.mondelezinternational.com
4873,"20f-24f, Tokyo Square Garden, 3-1-1, Kyobashi, Chuo-Ku, 104-8340",Automotive,$26.7B,Bridgestone Corp,"135,636",www.bridgestone.co.jp
4874,"313 Iron Horse Way, Providence, Rhode Island, 02908-5637",Wholesale,$2.4B,United Natural Foods Inc,"30,300",www.unfi.com
4875,"Hovedgaden 630, Hedehusene, 2640",Transport and Logistics,$37.1B,DSV AS,"76,715",www.dsv.com
4876,"Affolternstrasse 44, Zuerich, 8050",Industrial Goods and Machinery,$66.9B,ABB Ltd,"104,400",global.abb
4877,"Diemermere 25, Diemen, 1112TC",Business and Consumer Services,$11.9B,Randstad NV,"47,540",www.randstad.com
4878,"Paradeplatz 8, Zuerich, 8001",Financial Services,$13.8B,Credit Suisse Group AG,"51,410",www.credit-suisse.com
4879,"RWE Platz 1, Essen, Rheinland-Pfalz, 45141",Power,$29.8B,RWE AG,"18,201",www.rwe.com
4880,"P.O. Box 8999, San Francisco, California, 94128-8999",Financial Services,$452.5B,Visa Inc,"21,500",usa.visa.com
4881,"42 Fitzwilliam Square, Dublin, D02R279",Construction,$33.6B,CRH Plc,"77,446",www.crh.com
4882,"2-7-15, Yaesu, Chuo-Ku, Tokyo, 104-8461",Pharmaceuticals and Healthcare,$3.3B,MediPal Holdings Corp,"12,801",www.medipal.co.jp
4883,"Room No 608, No 108, Huitong Third Road, Hengqin New Area, Zhuhai, Guangdong, 519031",Consumer Packaged Goods,$29.3B,Gree Electric Appliances Inc of Zhuhai,"81,884",www.gree.com.cn
4884,"Grafenauweg 10, Zug, 6300",Construction,$34.6B,Holcim Ltd,"69,672",www.holcim.com
4885,"9399 W Higgins Rd Ste 100, Rosemont, Illinois, 60018-6900",Consumer Packaged Goods,$8.1B,US Foods Holding Corp,"28,000",www.usfoods.com
4886,"2200 Pennsylvania Ave Nw Ste 800w, Washington, WashingtonD.C., 20037-1731",Medical Equipment,$197.0B,Danaher Corp,"78,000",www.danaher.com
4887,"730 Third Avenue, New York City, 10017",Financial Services,,Teachers Insurance and Annuity Association of America (TIAA),,www.tiaa.org
4888,"100 Winchester Circle, Los Gatos, California, 95032",Media,$145.2B,Netflix Inc,"11,300",www.netflix.com
4889,"1â1, Shibaura 1âchome, Minato-Ku, Tokyo, 105-8001",Technology and Communications,$15.4B,Toshiba Corp,"116,224",www.toshiba.co.jp
4890,"1 Skyview Drive, Fort Worth, Texas, 76155",Transport and Logistics,$10.8B,American Airlines Group Inc,"123,400",americanairlines.gcs-web.com
4891,"237 Fourth Avenue S.W., Calgary, Alberta, T2P3M9",Energy and Utilities,$29.6B,Imperial Oil Ltd,"5,400",www.imperialoil.ca
4892,"1 York Street, 150 King Street West, Toronto, Ontario, M5H1J9",Financial Services,$28.1B,Sun Life Financial Inc,"24,589",www.sunlife.ca
4893,"Koroviy Val street, 5, building 1, Moscow, 119049",Retailing,$6.0B,X5 Retail Group NV,"340,928",x5.ru
4894,"3f, Sumitomo Bldg, 4-5-33, Kitahama, Chuo-Ku, Osaka-Shi, 541-0041",Industrial Goods and Machinery,$9.4B,Sumitomo Electric Industries Ltd,"281,075",sei.co.jp
4895,"26, Sangil-Ro 6-Gil, Gangdong-Gu, Seoul, 05288",Construction,$18.0B,Samsung C&T Corp,"12,083",www.samsungcnt.com
4896,"12, Sowol-Ro 2-Gil, Jung-Gu, Seoul, 04637",Consumer Packaged Goods,$2.4B,CJ Corp,48,english.cj.net
4897,"Olof Palmestraat 1, Delft, Zuid-Holland, 2616",Retailing,,Inter IKEA Holding BV,"27,331",www.inter.ikea.com
4898,"Nuc Cidade De Deus S/N, Vila Yara, Osasco, 06.029-900",Financial Services,$28.7B,Banco Bradesco SA,"88,374",banco.bradesco
4899,"Room 4104-05, 41f,China Resources Buldng, No. 26, Harbour Road, Wan Chai, Hong Kong",Pharmaceuticals and Healthcare,$4.7B,China Resources Pharmaceutical Group Ltd,"62,000",www.crpharm.com
4900,"No. 26, Century Street, Zhongshan District, Dalian, Liaoning , 116001",Chemicals,$17.4B,Hengli Petrochemical Co Ltd,"35,650",www.hengliinc.com
4901,"8000 S. Federal Way, Boise, Idaho, 83716",Technology and Communications,$61.7B,Micron Technology Inc,"48,000",www.micron.com
4902,"10/F, Building C7, Magnetic Plaza, Binshuixi Road, Nankai District, Tianjin, 300381",Construction,$3.2B,Sunac China Holdings Ltd,"72,147",www.sunac.com.cn
4903,"Forge, 43 Church Street West, Guildford, GU216HT",Chemicals,$159.8B,Linde plc,"65,293",www.linde.com
4904,"158, Singshan Road, Neihu, Taipei , 114",Technology and Communications,$2.9B,Wistron Corp,"82,955",www.wistron.com
4905,"150 - 6th Avenue S.W., P.O.Box 2844, Calgary, Alberta, T2P3E3",Energy and Utilities,$43.7B,Suncor Energy Inc,"16,922",www.suncor.com
4906,"Karl-Wiechert-Allee 50, Hannover, 30625",Financial Services,$24.3B,Hannover Ruck SE,"3,435",www.hannover-re.com
4907,"30-2, Shimomaruko 3-Chome, Ohta-Ku, Tokyo, 146-8501",Technology and Communications,$29.6B,Canon Inc,"184,034",canon.jp
4908,"9800 N.W. 41st Street, Miami, Florida, 33178",Energy and Utilities,$1.7B,World Fuel Services Corp,"4,414",www.wfscorp.com
4909,"No.197a, Fushou East Street, Hi-Tech Industrial Development Zone, Weifang, Shandong , 261061",Automotive,$13.8B,Weichai Power Co Ltd,"82,555",www.weichaipower.com
4910,"120 Park Ave, New York, 10017-5577",Consumer Packaged Goods,$153.9B,Philip Morris International Inc,"69,600",www.pmi.com
4911,"44201 Nobel Dr, Fremont, California, 94538-3178",Technology and Communications,$10.2B,TD SYNNEX Corp,"22,000",www.synnexcorp.com
4912,"Huaneng Mansion, Beijing, 100031",Power,$13.7B,Huaneng Power International Inc,"57,513",www.hpi.com.cn
4913,"300, Takatsuka-Cho, Minami-Ku, Hamamatsu-Shi, Shizuoka, 432-8611",Automotive,$17.0B,Suzuki Motor Corp,"69,193",www.suzuki.co.jp
4914,"20 On Hatch, Hatch Street Lower, Dublin, 2",Medical Equipment,$104.7B,Medtronic Plc,"95,000",www.medtronic.com
4915,"4f, 2-1-1, Nihombashihon-Cho, Chuo-Ku, Tokyo, 103-8668",Pharmaceuticals and Healthcare,$51.4B,Takeda Pharmaceutical Co Ltd,"47,347",www.takeda.com
4916,"Suite 1400, 1680 Capital One Drive, Mclean, Virginia, 22102",Financial Services,$38.9B,Capital One Financial Corp,"53,600",www.capitalone.com
4917,"Shiodome City Center, 1-5-2, Higashi-Shimbashi, Minato-Ku, Tokyo, 105-7123",Technology and Communications,$29.8B,Fujitsu Ltd,"124,216",www.fujitsu.com/jp
4918,"Wanji Business Building, Xinzhou 11th Street, Futian District, Shenzhen, Guangdong, 518057",Transport and Logistics,$44.0B,SF Holdings Co Ltd,"177,129",www.sf-express.com/cn/en
4919,"Bijlmerdreef 106, Amsterdam, 1102CT",Financial Services,$49.3B,ING Group NV,"57,000",www.ing.com
4920,"Saun Qd 5 Lt B, Asa Norte, Brasilia, 70.040-912",Financial Services,$21.1B,Banco do Brasil SA,"86,313",www.bb.com.br
4921,"P O Box 34067, Seattle, Washington, 98124-1067",Leisure and Arts,$120.5B,Starbucks Corp,"383,000",www.starbucks.com
4922,"Asda House, Great Wilson Street, South Bank, Leeds, Yorkshire, LS115AD",Retailing,,Asda Stores Ltd,"143,349",www.asda.com
4923,"66, Eulji-Ro, Jung-Gu, Seoul, 04538",Financial Services,$12.2B,Hana Financial Group Inc,101,www.hanafn.com
4924,"No. 3009, Byd Road, Pingshan District, Shenzhen, Guangdong, 518118",Automotive,$103.1B,BYD Co Ltd,"288,200",www.bydglobal.com
4925,"Edificio Inditex, Avda. Diputacion, S/N, Arteixo, 15143",Retailing,$92.7B,Inditex SA,"153,488",www.inditex.com/es
4926,"Room 4301, China Resources Building, 26 Harbour Road, Wanchai, Hong Kong",Construction,$34.6B,China Resources Land Ltd,"52,451",www.crland.com.hk
4927,"Calle Valencia, 5 Tavernes Blanques, 46016",Retailing,,Mercadona SA,"96,000",www.mercadona.es
4928,"15-16F No 179 Liaoning St, Taipei, Taipei , 104",Financial Services,$27.6B,Fubon Financial Holding Co Ltd,"45,081",www.fubon.com
4929,"Dietmar-Hopp-Allee 16, Walldorf, Baden-Wurttemberg, 69190",Technology and Communications,$144.5B,SAP SE,"112,632",www.sap.com
4930,"No.1 Brunton Road (off M.G.Road), Opp Old Passport Office, Bangalore, Karnataka, 560001",Retailing,$3.0B,Rajesh Exports Ltd,135,www.rajeshindia.com
4931,"Avenida De Pio Xii, 102 E, Madrid, 28036",Construction,$8.8B,Actividades de Construccion y Servicios SA,"124,264",www.grupoacs.com
4932,"Bombay House, 24, Homi Modi Street, Mumbai, 400001",Metals and Mining,$18.3B,Tata Steel Ltd,"72,551",www.tatasteel.com/#stats
4933,"1 Wythall Green Way, Wythall Green, Birmingham, B476WG",Financial Services,$7.7B,Phoenix Group Holdings Plc,"7,885",www.thephoenixgroup.com
4934,"1320 Ridder Park Drive, San Jose, California, 95131",Technology and Communications,$240.0B,Broadcom Inc,"20,000",www.broadcom.com
4935,"Shanghai Pharmaceutical Mansion, No.200 Taicang Road, 200020",Pharmaceuticals and Healthcare,$9.2B,Shanghai Pharmaceuticals Holding Co Ltd,"47,056",www.sphchina.com
4936,"10800 Roosevelt Boulevard North, St Petersburg, Florida, 33716",Technology and Communications,$10.4B,Jabil Inc,"250,000",www.jabil.com
4937,"46 rue Bastion, Paris, Ile-de-France, 75017",Financial Services,,Confederation Nationale du Credit Mutuel,"83,141",www.creditmutuel.com
4938,"1341 Horton Cir, Arlington, Texas, 76011-4310",Construction,$32.6B,D.R. Horton Inc,"13,237",www.drhorton.com
4939,"21 Rue La Boetie, Paris, Ile-de-France, 75008",Environmental and Waste Management Services,$21.0B,Veolia Environnement SA,"179,718",www.veolia.com
4940,"12 Xihuan Middle Road, Beijing Economic-Technological Development Area, 100176",Technology and Communications,$22.1B,BOE Technology Group Co Ltd,"79,461",www.boe.com
4941,"Suite 2500, 444 W. Lake Street, Chicago, Illinois, 60606-0097",Government and Non-Profit Organisations,,CommonSpirit Health,"150,000",commonspirit.org
4942,"Ul. Chemikow 7, Plock, 09-411",Energy and Utilities,$17.0B,Polski Koncern Naftowy Orlen SA,"35,424",www.orlen.pl
