categories,change(1day),change(1year),code,country,marketcap,name,rank,sharePrice
[],-0.45%,5.60%,ASH,USA,$6.04 B,Ashland,2060,$111.61
"['Biofuel', 'Energy']",-1.54%,-18.15%,CSAN,Brazil,$6.04 B,Cosan,2059,$12.76
[],0.61%,-8.84%,DOOO,Canada,$6.05 B,Bombardier Recreational Products,2055,$76.95
[],-0.83%,-2.61%,LSTR,USA,$6.04 B,Landstar System,2057,$168.36
"['Realestate', 'Investment']",0.17%,-25.46%,8952.T,Japan,$6.05 B,Japan Real Estate Investment,2054,"$4,369"
"['Tech', 'TechHardware', 'Electronics']",3.05%,-55.83%,8046.TW,Taiwan,$6.05 B,Nan Ya PCB,2056,$9.36
"['Banks', 'Financialservices']",-0.31%,-5.45%,GBCI,USA,$6.05 B,Glacier Bancorp,2053,$54.66
['Manufacturing'],-2.82%,-4.07%,1590.TW,Taiwan,$6.07 B,AirTAC International,2049,$30.38
['AutomotiveSuppliers'],0.89%,,MOTHERSON.NS,India,$6.05 B,Samvardhana Motherson,2052,$0.89
"['Toolmanufacturers', 'Manufacturing']",-1.45%,-50.36%,6586.T,Japan,$6.06 B,Makita,2051,$22.32
['Defensecontractors'],0.49%,59.28%,ASELS.IS,Turkey,$6.07 B,Aselsan,2050,$2.66
"['Semiconductors', 'Tech', 'TechHardware']",-0.13%,-7.96%,ALGM,USA,$6.08 B,Allegro MicroSystems,2048,$31.80
"['Carretail', 'Retail']",-1.82%,-24.07%,LAD,USA,$6.08 B,Lithia Motors,2047,$222.63
[],-0.25%,-46.57%,MHK,USA,$6.08 B,Mohawk Industries,2046,$95.81
['Insurance'],-0.46%,1.78%,HELN.SW,Switzerland,$6.09 B,Helvetia Holding,2044,$115.26
[],0.41%,-6.26%,BYD,USA,$6.11 B,Boyd Gaming,2041,$58.57
['Insurance'],0.98%,-2.17%,7181.T,Japan,$6.11 B,Japan Post Insurance,2042,$15.78
"['MediaPress', 'Entertainment']",-1.27%,-31.67%,EDR,USA,$6.08 B,Endeavor Group,2045,$21.04
"['Pharmaceuticals', 'Biotech']",0.00%,6.36%,SOBI.ST,Sweden,$6.10 B,Swedish Orphan Biovitrum,2043,$20.06
[],-2.25%,-34.50%,RUN,USA,$6.11 B,Sunrun,2040,$28.70
"['Retail', 'SupermarketChains']",0.61%,11.49%,CRFB3.SA,Brazil,$6.11 B,Atacadão,2038,$2.91
"['Healthcare', 'DiagnosticsandTesting', 'Manufacturing']",0.46%,-35.33%,QDEL,USA,$6.11 B,QuidelOrtho,2039,$92.61
"['Banks', 'Financialservices']",-0.05%,25.22%,NED.JO,South Africa,$6.12 B,Nedbank,2034,$12.56
"['IoT', 'Tech', 'TechHardware', 'Software']",1.97%,,IOT,USA,$6.12 B,Samsara,2036,$11.90
"['Banks', 'Financialservices']",-0.46%,-11.70%,024110.KS,South Korea,$6.12 B,Industrial Bank of Korea (IBK),2035,$8.23
[],-0.79%,25.29%,PDCE,USA,$6.12 B,PDC Energy,2037,$66.43
"['ITservices', 'Professionalservices']",-4.28%,-15.36%,DXC,USA,$6.12 B,DXC Technology,2033,$26.62
['Retail'],0.22%,40.29%,DDS,USA,$6.13 B,Dillard's,2032,$358.05
"['Genomics', 'Biotech']",7.62%,-38.69%,1548.HK,China,$6.13 B,Genscript Biotech,2030,$2.90
"['Banks', 'Financialservices']",0.31%,-16.28%,BMED.MI,Italy,$6.13 B,Banca Mediolanum,2031,$8.23
['Financialservices'],0.00%,9.08%,INVR.L,UK,$6.14 B,Investec,2029,$6.97
[],-0.60%,-43.67%,6383.T,Japan,$6.15 B,Daifuku,2026,$48.80
[],-2.14%,-20.06%,MAT,USA,$6.14 B,Mattel,2028,$17.34
[],-0.20%,3.00%,SSB,USA,$6.16 B,South State Corp,2025,$81.45
"['Engineering', 'ITservices', 'Professionalservices']",-2.30%,32.80%,SAIC,USA,$6.14 B,SAIC,2027,$112.51
[],1.48%,-21.73%,RBA,Canada,$6.17 B,Ritchie Bros. Auctioneers,2023,$55.45
[],-0.25%,5.93%,MDU,USA,$6.17 B,MDU Resources,2022,$30.39
['Telecommunication'],-0.51%,-24.64%,FYBR,USA,$6.18 B,Frontier Communications,2021,$25.23
['Food'],1.28%,12.78%,FLO,USA,$6.16 B,Flowers Foods,2024,$29.21
[],0.74%,-13.20%,TIH.TO,Canada,$6.18 B,Toromont,2020,$75.22
['Mining'],0.18%,-0.43%,OZL.AX,Australia,$6.19 B,OZ Minerals,2018,$18.51
"['Banks', 'Financialservices']",-2.09%,-23.70%,CIB,Colombia,$6.19 B,Bancolombia,2019,$25.75
['Telecommunication'],-0.70%,19.82%,IRDM,USA,$6.19 B,Iridium Communications,2017,$49.33
"['REITs', 'Realestate', 'Investment']",0.26%,-15.86%,SGP.AX,Australia,$6.20 B,Stockland,2016,$2.60
"['Retail', 'Furniture']",1.16%,-54.53%,RH,USA,$6.21 B,Restoration Hardware,2014,$262.05
"['Clothing', 'Manufacturing']",-0.47%,7.96%,PAGEIND.NS,India,$6.21 B,Page Industries,2012,$557.28
[],3.27%,-2.92%,EVD.F,Germany,$6.21 B,CTS Eventim,2015,$64.73
"['Hotels', 'Travel']",-0.92%,-21.14%,CHH,USA,$6.21 B,Choice Hotels International,2013,$116.68
['Telecommunication'],0.45%,11.04%,NZTCF,New Zealand,$6.22 B,Spark New Zealand,2011,$3.32
"['Gambling', 'Entertainment', 'Internet']",-2.11%,-55.55%,DKNG,USA,$6.23 B,DraftKings,2008,$13.90
['Retail'],1.91%,-17.50%,M,USA,$6.22 B,Macy's,2010,$22.96
"['Investment', 'Electricity', 'Energy']",-0.90%,-27.55%,2638.HK,Hong Kong,$6.24 B,HK Electric Investments,2007,$0.71
"['OilGas', 'Energy']",1.70%,85.68%,YPF,Argentina,$6.22 B,"YPF
(Yacimientos Petrolíferos Fiscales)",2009,$7.78
[],2.14%,-1.99%,BOSCHLTD.NS,India,$6.24 B,BOSCH India,2005,$211.86
"['Steelproducers', 'Steelindustry']",-2.02%,13.31%,X,USA,$6.24 B,U.S. Steel,2006,$26.65
"['Hotels', 'Travel']",-0.34%,-13.48%,WH,USA,$6.25 B,Wyndham Hotels & Resorts,2004,$70.79
['CosmeticsandBeauty'],-1.44%,-10.56%,4922.T,Japan,$6.26 B,Kosé,2002,$109.74
"['Investment', 'Banks', 'Financialservices']",-1.34%,-26.16%,8601.T,Japan,$6.25 B,Daiwa Securities Group,2003,$4.29
[],1.63%,-6.27%,WCC,USA,$6.26 B,WESCO International,2001,$123.18
[],-0.62%,-22.43%,GNTX,USA,$6.40 B,Gentex,1963,$27.29
"['Realestate', 'Investment', 'REITs']",0.81%,2.17%,ADC,USA,$6.40 B,Agree Realty,1964,$71.99
"['Software', 'Tech']",1.98%,-47.66%,GTLB,USA,$6.40 B,GitLab,1962,$42.78
"['Telecommunication', 'Telecommunicationsequipment']",-2.46%,-31.33%,CIEN,USA,$6.40 B,Ciena,1961,$43.24
['WasteRecycling'],1.40%,16.03%,CLH,USA,$6.42 B,Clean Harbors,1958,$118.77
[],-0.54%,-8.50%,G07.SI,Singapore,$6.41 B,Great Eastern,1960,$13.56
[],1.45%,-3.28%,MEDP,USA,$6.42 B,Medpace,1956,$206.67
"['Automakers', 'Manufacturing']",0.34%,39.35%,7211.T,Japan,$6.42 B,Mitsubishi Motors,1957,$4.32
"['OilGas', 'Energy']",-5.50%,,TUPRS.IS,Turkey,$6.41 B,Türkiye Petrol Rafinerileri,1959,$23.32
['Telecommunication'],-4.64%,-16.33%,MEGACPO.MX,Mexico,$6.43 B,Megacable Holdings,1955,$2.51
[],-0.30%,7.43%,AMKR,USA,$6.44 B,Amkor Technology,1953,$26.31
[],0.14%,75.89%,HRB,USA,$6.46 B,H&R Block,1952,$41.58
"['Mining', 'CoalMining', 'Energy']",-2.99%,8.97%,UTY.F,Indonesia,$6.44 B,United Tractors,1954,$1.70
[],0.74%,-36.17%,LEVI,USA,$6.47 B,Levi Strauss,1951,$16.41
[],-1.31%,-18.27%,CAE,Canada,$6.47 B,CAE,1950,$20.35
"['Electricity', 'Energy']",-0.03%,3.56%,NVT,UK,$6.49 B,nVent Electric,1948,$38.97
"['Realestate', 'Investment', 'REITs']",0.60%,-16.78%,N2IU.SI,Singapore,$6.48 B,Mapletree Commercial Trust,1949,$1.24
['Food'],-1.11%,3.78%,BID.JO,South Africa,$6.49 B,Bid Corp,1945,$19.23
[],1.76%,8.57%,RBC,USA,$6.49 B,RBC Bearings,1947,$223.73
[],-0.17%,-15.63%,ARW,USA,$6.49 B,Arrow Electronics,1943,$105.64
['Food'],1.17%,2.31%,INGR,USA,$6.49 B,Ingredion,1944,$99.10
"['Tech', 'TechHardware', 'Electronics']",-1.47%,-34.04%,2357.TW,Taiwan,$6.49 B,ASUS,1946,$8.74
"['Restaurantchains', 'Food']",1.72%,11.52%,TXRH,USA,$6.50 B,Texas Roadhouse,1942,$97.21
[],-1.52%,-19.01%,DWS.F,Germany,$6.51 B,DWS Group,1940,$32.60
"['CruiseLines', 'Travel']",-2.34%,-23.16%,NCLH,USA,$6.51 B,Norwegian Cruise Line,1941,$15.46
['Insurance'],-1.09%,-12.17%,SLM.JO,South Africa,$6.53 B,Sanlam,1936,$2.96
[],0.00%,-1.71%,I93A.F,Thailand,$6.53 B,Indorama Ventures,1938,$1.15
[],-0.17%,-15.66%,BEIJ-B.ST,Sweden,$6.52 B,Beijer Ref,1939,$16.75
"['Tech', 'Software', 'Construction']",1.26%,-45.82%,PCOR,USA,$6.53 B,Procore,1935,$47.35
['Telecommunication'],1.63%,-10.64%,PHI,Philippines,$6.53 B,PLDT,1937,$29.90
['Professionalservices'],0.68%,-11.33%,3626.T,Japan,$6.54 B,TIS,1933,$27.00
"['Railways', 'Transportation']",0.75%,17.08%,9041.T,Japan,$6.54 B,Kintetsu GHD,1934,$34.41
[],-1.35%,-45.37%,WAL,USA,$6.54 B,Western Alliance Bancorporation,1932,$60.12
"['Manufacturing', 'Furniture']",0.00%,75.63%,HDG.AS,Netherlands,$6.55 B,Hunter Douglas,1931,$188.31
['Conglomerate'],3.16%,-29.20%,0656.HK,China,$6.55 B,Fosun,1930,$0.80
['Realestate'],-1.36%,5.04%,LI.PA,France,$6.56 B,Klépierre,1928,$22.93
[],0.21%,-2.47%,PB,USA,$6.56 B,Prosperity Bancshares,1929,$71.86
"['Internet', 'Tech', 'ECommerce', 'Financialservices']",-6.54%,,GOTO.JK,Indonesia,$6.58 B,GoTo,1926,$0.01000
"['Steelproducers', 'Steelindustry']",-0.45%,-9.73%,5411.T,Japan,$6.57 B,JFE Holdings,1927,$11.41
"['Semiconductors', 'Tech', 'TechHardware']",0.43%,-47.72%,6488.TWO,Taiwan,$6.58 B,GlobalWafers,1925,$15.14
['Footwear'],-1.00%,-8.97%,SKX,USA,$6.59 B,Skechers,1924,$42.51
"['Software', 'ITsecurity', 'Tech']",-0.46%,-18.97%,4704.T,Japan,$6.59 B,Trend Micro,1923,$47.42
[],-1.28%,29.70%,CW,USA,$6.60 B,Curtiss-Wright,1922,$172.49
[],0.09%,-10.01%,CWEN,USA,$6.61 B,Clearway Energy,1921,$33.72
['Chemicals'],-1.36%,-36.35%,AKE.PA,France,$6.61 B,Arkema,1920,$88.40
[],-1.08%,-11.31%,HLI,USA,$6.62 B,Houlihan Lokey,1918,$96.46
"['OilGas', 'Energy']",0.00%,-20.14%,7GG.F,Poland,$6.61 B,PGNiG,1919,$1.11
['Videogames'],-0.70%,26.33%,9697.T,Japan,$6.62 B,Capcom,1917,$31.09
"['Retail', 'ECommerce', 'Internet', 'Tech', 'Food']",-3.76%,-62.63%,OCDO.L,UK,$6.63 B,Ocado,1913,$8.03
[],-0.81%,45.96%,MUR,USA,$6.63 B,Murphy Oil,1916,$42.65
[],-0.61%,2.33%,INSP,USA,$6.63 B,Inspire Medical Systems,1915,$229.52
[],-1.24%,-26.80%,GRFS,Spain,$6.63 B,Grifols,1914,$7.95
"['Pharmaceuticals', 'Biotech']",-0.27%,-11.02%,OGN,USA,$6.63 B,Organon,1912,$26.08
"['Beverages', 'Alcoholicbeverages']",-0.36%,11.25%,TWE.AX,Australia,$6.63 B,Treasury Wine Estates,1911,$9.20
"['FlavorsFragrances', 'CosmeticsandBeauty', 'Luxurygoods', 'Consumergoods']",-1.64%,-22.03%,COTY,USA,$6.64 B,Coty,1908,$7.82
[],0.25%,6.99%,REYN,USA,$6.64 B,Reynolds Consumer,1909,$31.67
['Railways'],-0.43%,18.42%,RAIL3.SA,Brazil,$6.65 B,Rumo,1906,$3.60
"['FoodDelivery', 'Food', 'Internet', 'Tech']",-1.01%,-58.38%,ZOMATO.NS,India,$6.65 B,Zomato,1907,$0.77
['Entertainment'],-0.76%,-16.30%,9602.T,Japan,$6.67 B,Toho Co.,1902,$38.14
[],0.67%,19.84%,SWN,USA,$6.66 B,Southwestern Energy,1904,$6.04
[],0.45%,-20.45%,ITT,USA,$6.67 B,ITT,1901,$80.66
['Pharmaceuticals'],-0.30%,-51.67%,TORNTPHARM.NS,India,$6.67 B,Torrent Pharmaceuticals,1900,$19.71
['Pulpandpaper'],-1.07%,-11.84%,HOLM-B.ST,Sweden,$6.66 B,Holmen,1905,$41.02
[],1.20%,17.33%,NXST,USA,$6.85 B,Nexstar Media Group,1861,$181.88
"['Dairycompanies', 'Food', 'Beverages']",0.30%,-19.76%,2269.T,Japan,$6.86 B,Meiji Holdings,1860,$48.73
['Pharmaceuticals'],-0.39%,60.51%,KRTX,USA,$6.87 B,Karuna Therapeutics,1859,$200.01
"['Banks', 'Financialservices']",-0.79%,-3.73%,BOKF,USA,$6.87 B,BOK Financial,1858,$102.25
"['Energy', 'OilGas', 'Utilitycompanies']",0.52%,26.67%,CNA.L,UK,$6.88 B,Centrica,1857,$1.14
['Chemicals'],-0.18%,-31.20%,4091.T,Japan,$6.88 B,Nippon Sanso,1855,$15.92
['Professionalservices'],0.26%,-29.21%,MINDTREE.NS,India,$6.89 B,Mindtree,1854,$41.79
['Telecommunication'],-0.36%,-12.41%,O2D.DE,Germany,$6.92 B,Telefónica Deutschland (O2),1852,$2.33
"['OilGas', 'Energy']",-1.87%,10.37%,HESM,USA,$6.91 B,Hess Midstream,1853,$28.85
"['Renewableenergy', 'Energy', 'Electricity']",0.10%,18.71%,009830.KS,South Korea,$6.88 B,Hanwha Solutions,1856,$36.35
"['Software', 'Tech']",-0.95%,-11.01%,NTNX,USA,$6.93 B,Nutanix,1851,$30.14
[],-0.65%,-11.62%,ATR,USA,$6.93 B,AptarGroup,1849,$106.30
"['Steelproducers', 'Steelindustry']",-0.17%,39.34%,JINDALSTEL.NS,India,$6.93 B,Jindal Steel & Power,1850,$6.80
"['Transportation', 'Maritimetransportation', 'Containershipping']",0.16%,-56.46%,2609.TW,Taiwan,$6.95 B,Yang Ming,1845,$1.99
[],-0.66%,10.56%,GPK,USA,$6.94 B,Graphic Packaging,1846,$22.61
"['Machinerymanufacturing', 'Manufacturing']",3.78%,-27.94%,1157.HK,China,$6.95 B,Zoomlion,1844,$0.49
[],1.84%,-10.70%,EMP-A.TO,Canada,$6.95 B,Empire Company,1843,$26.72
"['Software', 'Tech']",0.96%,-73.27%,PATH,USA,$6.94 B,UiPath,1847,$12.56
['Consumergoods'],0.00%,-23.72%,ORKLF,Norway,$6.96 B,Orkla,1842,$6.98
['Telecommunication'],-0.44%,8.67%,7020.SR,Saudi Arabia,$6.94 B,Etihad Etisalat (Mobily),1848,$9.02
"['Energy', 'OilGas']",-0.44%,44.97%,MTDR,USA,$6.97 B,Matador Resources,1841,$59.03
"['Energy', 'Electricity', 'Utilitycompanies']",-0.56%,-0.32%,BKW.SW,Switzerland,$6.97 B,BKW AG,1840,$132.26
['HomeKitchenAppliances'],-0.60%,-36.93%,RAA.F,Germany,$6.98 B,Rational AG,1839,$611.08
[],1.61%,1.65%,GMED,USA,$6.99 B,Globus Medical,1837,$70.06
['Railways'],0.47%,-19.87%,IRCTC.NS,India,$6.99 B,Indian Railway Catering & Tourism,1836,$8.75
"['Electricity', 'Utilitycompanies', 'Energy']",-0.47%,-12.14%,9502.T,Japan,$6.99 B,Chubu Electric Power,1835,$9.26
"['Hotels', 'Travel']",0.79%,-13.38%,AC.PA,France,$7.01 B,Accor,1830,$26.67
[],-1.46%,-17.38%,DLB,USA,$7.01 B,Dolby,1832,$73.07
['Healthcare'],1.79%,-50.25%,HAPV3.SA,Brazil,$7.00 B,Hapvida,1834,$0.98
[],-1.26%,27.24%,VMI,USA,$6.99 B,Valmont Industries,1838,$327.79
[],-1.32%,-14.86%,WF,South Korea,$7.00 B,Woori Financial Group,1833,$28.41
['Healthcare'],-3.94%,-27.04%,AGL,USA,$7.03 B,Agilon Health,1828,$17.08
['Investment'],-0.36%,,7203.SR,Saudi Arabia,$7.01 B,Elm Company,1831,$87.65
"['Airlines', 'Travel', 'Transportation']",4.04%,31.33%,0293.HK,Hong Kong,$7.02 B,Cathay Pacific,1829,$1.09
"['OilGas', 'Energy']",3.87%,-31.91%,0384.HK,China,$7.06 B,China Gas,1824,$1.28
['Financialservices'],0.52%,21.85%,WEX,USA,$7.03 B,WEX,1827,$161.46
[],-2.34%,2.56%,OHI,USA,$7.04 B,Omega Healthcare,1825,$29.24
[],-0.19%,-26.99%,ZION,USA,$7.03 B,Zions Bancorporation,1826,$47.05
['Tobacco'],0.00%,-14.29%,HSZ.F,Indonesia,$7.06 B,Sampoerna,1823,$0.06000
['AutomotiveSuppliers'],-3.12%,-18.50%,ALV,Sweden,$7.06 B,Autoliv,1822,$81.39
[],0.43%,-11.48%,MGNT.ME,Russia,$7.07 B,Magnit,1821,$69.47
['Chemicals'],-0.04%,-2.07%,UPL.NS,India,$7.08 B,UPL,1820,$9.44
"['Tech', 'Software']",0.94%,-53.76%,XRO.AX,New Zealand,$7.08 B,Xero,1819,$46.75
[],-5.35%,1.67%,ENKAI.IS,Turkey,$7.11 B,ENKA,1816,$1.22
['Financialservices'],-0.66%,-10.68%,US.MI,Italy,$7.10 B,UnipolSai,1817,$2.51
['Realestate'],-2.94%,-46.87%,MPW,USA,$7.10 B,Medical Properties Trust,1818,$11.88
[],0.23%,17.81%,EME,USA,$7.11 B,Emcor,1815,$149.33
"['Banks', 'Financialservices']",-0.77%,-30.00%,2883.TW,Taiwan,$7.11 B,China Development Financial,1813,$0.42
"['OilGas', 'Energy', 'Utilitycompanies']",-0.35%,-9.09%,EDNR.MI,Italy,$7.11 B,Edison,1814,$1.50
['Engineering'],-1.76%,13.61%,KBR,USA,$7.12 B,KBR,1812,$51.91
"['Banks', 'Financialservices']",3.35%,42.24%,CANBK.NS,India,$7.14 B,Canara Bank,1809,$3.94
"['Airlines', 'Travel', 'Transportation']",-1.54%,-22.52%,003495.KS,South Korea,$7.15 B,Korean Air Lines,1808,$24.18
['Retail'],-6.94%,112.50%,AMRT.JK,Indonesia,$7.12 B,Alfamart,1811,$0.17
"['Software', 'Tech']",-0.01%,-35.79%,GLOB,Luxembourg,$7.17 B,Globant,1807,$171.69
"['Electronics', 'Tech', 'TechHardware']",0.04%,-76.35%,ROKU,USA,$7.13 B,Roku,1810,$51.22
"['ECommerce', 'Internet', 'Tech']",-0.91%,-23.52%,3092.T,Japan,$7.17 B,ZOZO,1806,$23.93
"['Videogames', 'Tech', 'Entertainment']",1.30%,-41.83%,036570.KS,South Korea,$7.17 B,NCsoft,1805,$353.28
[],-2.04%,-14.65%,PSHZF,USA,$7.39 B,Pershing Square Holdings,1767,$34.27
"['Construction', 'Realestate']",-0.14%,-7.81%,1878.T,Japan,$7.20 B,Daito Trust Construction,1801,$105.72
['Telecommunication'],0.15%,-4.35%,4904.TW,Taiwan,$7.17 B,Far EasTone,1804,$2.20
"['Defensecontractors', 'Aerospace']",0.59%,36.54%,KOG.OL,Norway,$7.18 B,Kongsberg Gruppen,1803,$40.69
[],-1.99%,13.56%,CACI,USA,$7.20 B,CACI,1802,$304.82
['Clothing'],-0.78%,-13.86%,CPRI,UK,$7.39 B,Capri Holdings,1766,$57.45
"['Banks', 'Financialservices']",-1.26%,-13.30%,BSAC,Chile,$7.40 B,Banco Santander-Chile,1765,$15.71
"['Software', 'Tech']",0.13%,-37.72%,4716.T,Japan,$7.42 B,Oracle Corp Japan,1761,$57.86
"['Pharmaceuticals', 'Biotech']",-0.79%,35.46%,ORNAV.HE,Finland,$7.42 B,Orion Corporation,1762,$52.75
"['Stockexchanges', 'Financialservices', 'StockCryptoexchanges']",0.37%,-33.98%,8697.T,Japan,$7.41 B,Japan Exchange Group,1763,$14.05
"['Investment', 'Financialservices']",0.96%,20.91%,CHOLAFIN.NS,India,$7.40 B,Cholamandalam Investment and Finance,1764,$9.02
['Telecommunication'],0.75%,9.97%,MTSS.ME,Russia,$7.43 B,Mobile TeleSystems,1759,$4.30
[],-1.89%,-33.02%,DIA.MI,Italy,$7.43 B,DiaSorin,1758,$133.35
"['OilGas', 'Energy', 'Utilitycompanies', 'Infrastructure']",-0.48%,-3.09%,6033.KL,Malaysia,$7.43 B,PetGas (Petronas Gas),1757,$3.76
['Financialservices'],-2.11%,-33.76%,UWMC,USA,$7.43 B,UWM Holdings,1760,$4.63
[],0.57%,-24.03%,MIDD,USA,$7.44 B,Middleby,1754,$138.20
"['Retail', 'HomeKitchenAppliances', 'Furniture']",0.08%,-38.88%,WSM,USA,$7.44 B,Williams-Sonoma,1756,$111.80
['Insurance'],0.26%,-19.32%,ICICIGI.NS,India,$7.44 B,ICICI Lombard,1755,$15.16
['Food'],1.35%,-7.94%,0288.HK,Hong Kong,$7.44 B,WH Group,1753,$0.58
[],-3.27%,38.83%,ACHC,USA,$7.45 B,Acadia Healthcare,1751,$81.94
['Chemicals'],-0.76%,-30.82%,4188.T,Japan,$7.45 B,Mitsubishi Chemical Holdings,1752,$5.23
"['Semiconductors', 'Tech']",-0.67%,-18.29%,6963.T,Japan,$7.45 B,Rohm,1750,$75.98
"['Banks', 'Financialservices']",-1.42%,-48.28%,ALLY,USA,$7.46 B,Ally,1749,$25.00
"['Electricity', 'Energy', 'CoalMining']",-2.35%,84.62%,ADRO.JK,Indonesia,$7.47 B,Adaro Energy,1748,$0.24
"['Engineering', 'Construction']",-0.70%,14.25%,ACS.MC,Spain,$7.48 B,Grupo ACS,1747,$28.39
"['Electricity', 'Utilitycompanies', 'Energy']",-1.62%,-10.91%,9503.T,Japan,$7.50 B,KEPCO,1746,$8.41
"['Software', 'Tech']",-0.86%,-42.47%,OTEX,Canada,$7.50 B,OpenText,1745,$27.67
['ITservices'],-0.34%,28.07%,7202.SR,Saudi Arabia,$7.51 B,Arabian Internet and Communications Services,1741,$63.29
"['Healthcare', 'REITs', 'Realestate', 'Investment', 'MedicalCareFacilities']",0.46%,-39.22%,HR,USA,$7.50 B,Healthcare Realty,1744,$19.73
"['Airports', 'Infrastructure']",-0.22%,25.45%,ASR,Mexico,$7.51 B,Grupo Aeroportuario del Sureste,1742,$249.66
"['Railways', 'Transportation']",0.06%,-13.19%,9005.T,Japan,$7.52 B,Tokyu,1740,$12.50
"['Airports', 'Infrastructure']",0.40%,-2.67%,AIA.AX,New Zealand,$7.51 B,Auckland Airport,1743,$5.10
['Investment'],-1.16%,-25.64%,4280.SR,Saudi Arabia,$7.53 B,Kingdom Holding,1739,$2.03
[],-1.08%,11.98%,RADL3.SA,Brazil,$7.54 B,RaiaDrogasil,1738,$4.58
"['Banks', 'Financialservices']",-1.44%,9.38%,IDBI.NS,India,$7.56 B,IDBI Bank,1733,$0.70
['Food'],1.44%,-28.41%,0151.HK,Hong Kong,$7.54 B,Want Want China,1737,$0.63
"['ECommerce', 'Internet', 'Tech']",-0.91%,-52.36%,4755.T,Japan,$7.54 B,Rakuten,1734,$4.75
"['Insurance', 'Financialservices']",-0.60%,-39.86%,ADM.L,UK,$7.54 B,Admiral Group,1735,$24.10
"['AssetManagement', 'Investment', 'Financialservices']",-0.83%,-34.54%,STJ.L,UK,$7.57 B,St. James's Place,1732,$13.74
[],-1.16%,-15.52%,BERY,USA,$7.54 B,Berry Global,1736,$60.76
[],0.81%,-28.86%,SKF-B.ST,Sweden,$7.57 B,SKF (Svenska Kullagerfabriken),1730,$16.71
[],-0.70%,-18.67%,SEE,USA,$7.57 B,Sealed Air,1729,$52.39
[],0.66%,-3.29%,OLN,USA,$7.57 B,Olin,1731,$55.32
"['Banks', 'Financialservices']",0.31%,-8.72%,5876.TW,Taiwan,$7.60 B,Shanghai Commercial and Savings Bank,1727,$1.57
['Food'],-1.21%,8.33%,ICBP.JK,Indonesia,$7.61 B,Indofood CBP,1726,$0.65
[],-4.44%,-14.72%,NRG,USA,$7.63 B,NRG Energy,1725,$33.14
"['Realestate', 'Investment', 'REITs']",-1.18%,-40.54%,SAGA-B.ST,Sweden,$7.58 B,Sagax,1728,$22.65
[],0.00%,-52.41%,SOF.VI,Belgium,$7.63 B,Sofina,1724,$227.20
[],0.64%,9.34%,ESLT,Israel,$7.66 B,Elbit Systems,1721,$171.11
[],-0.32%,-37.16%,JLL,USA,$7.65 B,Jones Lang LaSalle,1723,$161.26
[],-1.60%,-43.24%,FBHS,USA,$7.66 B,Fortune Brands Home & Security,1722,$59.84
['Telecommunication'],0.00%,-55.03%,DISH,USA,$7.66 B,Dish Network,1718,$14.45
"['Realestate', 'Investment']",0.16%,-27.45%,8951.T,Japan,$7.66 B,Nippon Building Fund,1719,"$4,508"
['Consumergoods'],-0.34%,-58.13%,051905.KS,South Korea,$7.67 B,LG Household & Health Care,1717,$225.54
"['Retail', 'SupermarketChains']",-1.44%,16.30%,SHP.JO,South Africa,$7.66 B,Shoprite,1720,$14.13
['Engineering'],0.65%,32.37%,ABB.NS,India,$7.68 B,ABB India,1715,$36.27
"['ECommerce', 'Tech', 'Internet', 'Retail']",-1.49%,25.90%,VIPS,China,$7.68 B,Vipshop,1716,$12.59
"['Gambling', 'Entertainment']",0.39%,-9.50%,FDJ.VI,France,$7.68 B,Française des Jeux,1714,$40.30
['Energy'],0.00%,-31.23%,034020.KS,South Korea,$7.71 B,Doosan Enerbility,1710,$12.09
[],-1.69%,-10.62%,SJX.F,Singapore,$7.69 B,ST Engineering,1713,$2.44
"['Financialservices', 'Internet', 'Tech']",-1.38%,-59.26%,HOOD,USA,$7.73 B,Robinhood,1707,$9.26
"['Airlines', 'Travel', 'Transportation']",-2.87%,12.33%,QAN.AX,Australia,$7.73 B,Qantas Airways,1708,$4.10
"['Maritimetransportation', 'Containershipping', 'Transportation']",0.00%,-32.98%,011200.KS,South Korea,$7.72 B,HMM,1709,$15.81
['Food'],0.38%,3.21%,2897.T,Japan,$7.74 B,Nissin Foods,1705,$76.42
['SpecialtyVehicles'],0.07%,-38.10%,8TRA.DE,Germany,$7.77 B,Traton,1703,$15.27
[],-2.93%,-28.78%,LEA,USA,$7.74 B,Lear Corporation,1706,$131.05
"['Manufacturing', 'Automakers']",-1.20%,,FROTO.IS,Turkey,$7.76 B,Ford Otosan,1704,$22.13
"['HomeKitchenAppliances', 'Manufacturing']",0.63%,-37.83%,WHR,USA,$7.77 B,Whirlpool,1702,$142.76
"['Realestate', 'Investment', 'REITs']",0.96%,-5.02%,CHP-UN.TO,Canada,$7.80 B,Choice Properties REIT,1701,$10.78
['Insurance'],-3.47%,10.38%,RNR,Bermuda,$7.96 B,RenaissanceRe,1677,$182.30
"['Hydrogenfuelcell', 'Renewableenergy']",-1.01%,-62.44%,PLUG,USA,$7.97 B,Plug Power,1676,$13.68
"['Tech', 'Software']",-1.12%,-10.36%,DBX,USA,$8.00 B,Dropbox,1673,$22.07
"['Energy', 'OilGas']",-3.10%,56.02%,NOV,USA,$7.98 B,NOV,1675,$20.33
['Packaging'],-1.23%,-13.10%,CCL-B.TO,Canada,$8.00 B,CCL Industries,1672,$45.24
