,company_name,company_industry
816,Tietoevry,IT Services & Consulting
817,Infogain,IT Services & Consulting
818,Rockman Industries,Auto Components
819,Wheelseye Technology,Logistics
820,EPAM Systems,IT Services & Consulting
821,Indegene,Analytics & KPO
822,Shadowfax Technologies,Logistics
823,CADD Centre Training Services,Education & Training
824,AstraZeneca,IT Services & Consulting
825,TCS iON,IT Services & Consulting
826,Novo Nordisk,Pharma
827,VIP Industries,Retail
828,Sunknowledge Services,Healthcare
829,OM Logistics,Logistics
830,Aarvee Associates,Engineering & Construction
831,Thomas Cook,Travel & Tourism
832,EYGBS,Analytics & KPO
833,Nilkamal,Furniture & Furnishing
834,Pricol,Auto Components
835,Schindler,
836,Ruchi Soya Industries,Food Processing
837,Colgate Palmolive,FMCG
838,Kirloskar Brothers,Industrial Machinery
839,Adobe,Software Product
840,PNC Infratech,Engineering & Construction
841,GAMMON INDIA,Engineering & Construction
842,Decathlon,Retail
843,Pizza Hut,Hospitality
844,Patra Corporation,IT Services & Consulting
845,TK Elevator,Industrial Machinery
846,Future Supply Chain Solutions,Logistics
847,C&S Electric,Electrical Equipment
848,Unicharm,Beauty & Personal Care
849,SNC-Lavalin,Engineering & Construction
850,Fidelity Investment,Financial Services
851,Capacit'e Infraprojects,Engineering & Construction
852,Yashoda Hospitals,Healthcare
853,C.R.I. Pumps,Industrial Machinery
854,CRB Tech Solution,EdTech
855,Indusind Marketing & Financial Services,Financial Services
856,Ion Exchange India,Waste Management
857,Sundaram Finance,NBFC
858,Adani Group,Power
859,Duck Creek Technologies,Software Product
860,Fluor Daniel India,Engineering & Construction
861,Telenor,Telecom
862,Punjab National Bank,Banking
863,Perfetti Van Melle,Food Processing
864,QualityKiosk Technologies,IT Services & Consulting
865,Hindustan Zinc,Metals & Mining
866,Nexa,Automobile
867,INDO-MIM,Industrial Machinery
868,FLSmidth,Industrial Machinery
869,Gmmco,Real Estate
870,Micromax Informatics,Consumer Electronics & Appliances
871,Edelweiss Tokio Life Insurance,Financial Services
872,eClinicalWorks,IT Services & Consulting
873,THE LEELA PALACES HOTELS & RESORTS,Hospitality
874,Sri Chaitanya Educational Institutions,Education & Training
875,The Ramco Cements,Building Material
876,Barclays Global Service Centre,IT Services & Consulting
877,Sandvik Asia,Industrial Machinery
878,LOREAL,Beauty & Personal Care
879,Centum Electronics,Consumer Electronics & Appliances
880,Acme Cleantech Solutions,Industrial Machinery
881,Canara Bank,Banking
882,Reliance Capital,Financial Services
883,Medlife,Internet
884,Mahindra First Choice Wheels,Automobile
885,KEI Industries,Building Material
886,Star Union Dai-ichi Life Insurance,Insurance
887,Visionet Systems,IT Services & Consulting
888,Mswipe Technologies,FinTech
889,Panacea Biotec,Biotechnology
890,Olam,Food Processing
891,Marks & Spencer,Retail
892,Pramerica Life Insurance,Insurance
893,Tata AutoComp Systems,Auto Components
894,Dixon Technologies,Consumer Electronics & Appliances
895,Greaves Cotton,Industrial Machinery
896,Meril,Medical Equipment
897,Sykes Business Services Of India,BPO
898,Syngenta,Agriculture
899,Sonata Software,IT Services & Consulting
900,R Systems International,IT Services & Consulting
901,Huhtamaki,Packaging
902,Galfar,Engineering & Construction
903,United Alliance Technology,IT Services & Consulting
904,Egis India Consulting Engineers,Engineering & Construction
905,MAHLE ANAND Filter Systems,Auto Components
906,Future Focus Infotech,Recruitment
907,GlaxoSmithKline Consumer Healthcare,Pharma
908,Tradeindia.com,Internet
909,Provana,Software Product
910,Bank of India,Banking
911,Aviva Life Insurance India,Insurance
912,Nippon Paint India,Chemicals
913,Better.com,Financial Services
914,VMware Software,Software Product
915,Tata steel BSL,Metals & Mining
916,Kinara Capital,FinTech
917,Jakson Group,Power
918,Samsung Engineering,Engineering & Construction
919,Teva Pharmaceuticals,Pharma
920,Imperial Auto Industries,Automobile
921,Precision Techserve,IT Services & Consulting
922,CenturyPly,Furniture & Furnishing
923,Neel Metal Products,Metals & Mining
924,Wistron,Electronics Manufacturing
925,Altimetrik,IT Services & Consulting
926,Worley,Engineering & Construction
927,Colliers International,Real Estate
928,Secure Meters,Electrical Equipment
929,TNQ Technologies,Printing & Publishing
930,Aditya Birla Health Insurance Co,Insurance
931,Genius Consultants,Recruitment
932,Carnival Cruise Lines,Sports & Recreation
933,GE Power,Engineering & Construction
934,Air India Sats Airport Services,Aviation
935,Xebia,IT Services & Consulting
936,HARMAN,Consumer Electronics & Appliances
937,Visionary RCM Infotech,IT Services & Consulting
938,Minda Corporation,Auto Components
939,Fareportal,Internet
940,Bechtel,Engineering & Construction
941,Indiabulls Ventures,Financial Services
942,Softenger,IT Services & Consulting
943,Alok Industries,Fashion & Textile
944,MakeMyTrip,Travel & Tourism
945,Ahluwalia Contracts India,Engineering & Construction
946,Vedanta Aluminium,Metals & Mining
947,United Breweries,Beverage
948,Hitachi Systems Micro Clinic,IT Services & Consulting
949,ThyssenKrupp Industries India,Industrial Machinery
950,Jacobs Engineering Group,Engineering & Construction
951,TaskUs,BPO
952,Ivrcl Infrastructures & Projects,Engineering & Construction
953,CarDekho,Internet
954,Airtel Payments Bank,FinTech
955,Diageo,Beverage
956,HT Media,Printing & Publishing
957,Parekh Integrated Services,Logistics
958,Bharti Infratel,Telecom
959,HFCL,Hardware & Networking
960,DAV Public School,Education & Training
961,Vedanta Resources,Metals & Mining
962,GVPR Engineers,Engineering & Construction
963,UBS,IT Services & Consulting
964,Shriram General Insurance,Insurance
965,ArcelorMittal Nippon Steel,Iron & Steel
966,Trimax IT Infrastructure Services,IT Services & Consulting
967,Godrej Properties,Real Estate
968,Medha Servo Drives,Electronics Manufacturing
969,Godfrey Phillips India,FMCG
970,Tata 1mg,Internet
971,Urban Company,Internet
972,DuPont,Chemicals
973,Napino Auto & Electronics,Auto Components
974,Everest Industries,Building Material
975,Exela Technologies,IT Services & Consulting
976,Chetu,IT Services & Consulting
977,Magna Infotech,Automobile
978,CALIBEHR,Recruitment
979,KIMS Hospital,Healthcare
980,Hindustan Sanitaryware & Industries,Furniture & Furnishing
981,Atlas Copco,Industrial Machinery
982,Allianz Technology,IT Services & Consulting
983,Bridge & Roof Co,Engineering & Construction
984,LivSpace,Architecture & Interior Design
985,Air India,Aviation
986,Natco Pharma,Pharma
987,B. G. Shirke Construction Technology,Engineering & Construction
988,Troikaa Pharmaceuticals,Pharma
989,Crowne Plaza,Hospitality
990,Aristo Pharmaceuticals,Pharma
991,Karur Vysya Bank,Banking
992,Bajaj Housing Finance,NBFC
993,SFO Technologies,Electronics Manufacturing
994,Goldman Sachs,Investment Banking / Venture Capital / Private Equity
995,The Lalit,Hospitality
996,Birla Corporation,Building Material
997,Navayuga Engineering Company,Engineering & Construction
998,HighRadius,Software Product
999,IHS Markit,Analytics & KPO
1000,Fusion Microfinance,NBFC
1001,Dassault Systemes,Software Product
1002,Pernod Ricard,Beverage
1003,TEKsystems,IT Services & Consulting
1004,Uber,Internet
1005,GEP Worldwide,IT Services & Consulting
1006,Varroc Polymers,Auto Components
1007,Suzuki Motorcycle,Automobile
1008,NeoSOFT,IT Services & Consulting
1009,Metropolis Healthcare,Healthcare
1010,Flash Electronics,Electronics Manufacturing
1011,JTEKT,Auto Components
1012,Medusind Solutions,IT Services & Consulting
1013,Sanden Vikas,Auto Components
1014,GirnarSoft,IT Services & Consulting
1015,Apollo Munich Health Insurance,Financial Services
1016,Medplus(optival Health Solutions),
1017,Star Cement,Building Material
1018,Musashi Auto Parts,Auto Components
1019,Greenko Group,Power
1020,Otis Elevator,Industrial Machinery
1021,Happiest Minds Technologies,IT Services & Consulting
1022,ZF Steering Gear,Auto Components
1023,OCS Group,Facility Management Services
1024,Ageas Federal Life Insurance,Insurance
1025,Samasta Microfinance,Financial Services
1026,Hikal,Pharma
1027,Genpact Headstrong Capital Markets,IT Services & Consulting
1028,HPCL-Mittal Energy,Power
1029,Fusion BPO Services,BPO
1030,Sundaram Clayton,Auto Components
1031,Morningstar,Financial Services
1032,Ugam Solution,IT Services & Consulting
1033,Godrej Agrovet,Agriculture
1034,VeeTechnologies,IT Services & Consulting
1035,Eveready Industries,Auto Components
1036,Steag Energy Services,Power
1037,Knorr-Bremse,Other
1038,Kurlon,Other
1039,Aarvi Encon,BPO
1040,Country Holidays Inn & Suites,Travel & Tourism
1041,AVEVA,IT Services & Consulting
1042,Electrosteel Steels,Iron & Steel
1043,V5 Global Services,Recruitment
1044,Samsung Electronics Corporation,Consumer Electronics & Appliances
1045,Willis Towers Watson,Financial Services
1046,Allscripts,IT Services & Consulting
1047,Capital Numbers Infotech,IT Services & Consulting
1048,FIS,
1049,L&T Power,Power
1050,FIS,
1051,iMerit,Software Product
1052,Qualcomm,Semiconductors
1053,Athena BPO,BPO
1054,Michelin,Other
1055,Defence Research & Development Organisation,Defence & Aerospace
1056,Timken,Industrial Machinery
1057,DLF,Real Estate
1058,Indira IVF Hospital,Healthcare
1059,Quest Retail,Retail
1060,Jain Irrigation Systems,Industrial Machinery
1061,Federal Bank,Banking
1062,HCL Comnet,Consumer goods
1063,Amara Raja Group,Electrical Equipment
1064,General Mills,IT Services & Consulting
1065,Royal Sundaram General Insurance,Insurance
1066,Royal Caribbean International,Sports & Recreation
1067,Schlumberger,Oil & Gas
1068,J B Chemicals And Pharmaceuticals,Pharma
1069,Mu Sigma,Analytics & KPO
1070,Lumen Technologies,Telecom
1071,PharmEasy,Internet
1072,Reliance Power,Power
1073,Vakrangee,BPO
1074,Bluestream Software Solution,IT Services & Consulting
1075,CSB Bank,Banking
1076,Sadbhav Engineering,Engineering & Construction
1077,ICICI Prudential Mutual Fund,Financial Services
1078,United Spirits,Beverage
1079,United Spirits,Beverage
1080,Ola Electric Mobility,Internet
1081,Quatrro,IT Services & Consulting
1082,Page Industries,Fashion & Textile
1083,Redington,Hardware & Networking
1084,Tanishq,Jewellery
1085,Rodic Consultants,Management Consulting
1086,Artech Infosystems,
1087,National Health Mission,Healthcare
1088,Rupeek,FinTech
1089,Kohler,Furniture & Furnishing
1090,Tata Starbucks,Retail
1091,Denave,Marketing & Advertising
1092,Transsion,Hardware & Networking
1093,Sri Chaitanya Schools,Education & Training
1094,Finolex Cables,Building Material
1095,Arohan Financial Services,Financial Services
1096,Caparo Engineering India,Auto Components
1097,Kutumbh Care,Recruitment
1098,Reliance AJIO,Internet
1099,Volvo,Automobile
1100,Sintex Industries,Industrial Machinery
1101,Wheels,Auto Components
1102,Grant Thornton,Accounting & Auditing
1103,Chennai Radha Engineering Works,Industrial Machinery
1104,Anchor Electricals,Electrical Equipment
1105,Velocis Systems,IT Services & Consulting
1106,IFFCO,Agro Chemicals
1107,Ingram Micro,IT Services & Consulting
1108,Aspire Systems,IT Services & Consulting
1109,ICCS,BPO
1110,Aspire Systems,IT Services & Consulting
1111,OMICS International,Printing & Publishing
1112,Jaya Hind Industries,Auto Components
1113,Leadec,Facility Management Services
1114,Panasonic Life Solutions,Electrical Equipment
1115,Educomp Solutions,EdTech
1116,Rashmi Metaliks,Metals & Mining
1117,Aparna Constructions and Estates,Real Estate
1118,bnp paribas india solutions,Banking
1119,Eris Lifesciences,Pharma
1120,Gayatri Projects,Engineering & Construction
1121,Future Lifestyle Fashion,Retail
1122,Power Grid Corporation of India,Power
1123,AIIMS,Healthcare
1124,Hitachi Astemo,Auto Components
1125,Kalpataru Group,Real Estate
1126,Orchids International School,Education & Training
1127,SoftAge Information Technology,IT Services & Consulting
1128,Cult.fit,Internet
1129,K12 Techno Services,EdTech
1130,Sl Lumax,Auto Components
1131,Westside,Fashion & Textile
1132,Investors Clinic,Real Estate
1133,Signify,Consumer Electronics & Appliances
1134,Rallis India,Agro Chemicals
1135,Omaxe,Real Estate
1136,EMERSON PROCESS MANAGEMENT,Industrial Machinery
1137,GSK Pharmaceuticals,Pharma
1138,Brillio,IT Services & Consulting
1139,Brillio,IT Services & Consulting
1140,Ebix Software India,IT Services & Consulting
1141,Innodata Isogen,IT Services & Consulting
1142,Hitachi Payment Services,FinTech
1143,Intel,Semiconductors
1144,Uttam Galva Steels,Iron & Steel
1145,Advik Hi Tech,Auto Components
1146,Samsung Research,Consumer Electronics & Appliances
1147,T.v. Sundram Iyengar & Sons,Automobile
1148,Ihg Group,Hospitality
1149,Bioclinica,Pharma
1150,ICA Edu Skills,Education & Training
1151,Echobooom Management & Entrepreneurial Solutions,Management Consulting
1152,Nykaa,Fitness & Wellness
1153,PayPal,IT Services & Consulting
1154,Adani Solar,Power
1155,Knight Frank,Real Estate
1156,JioMart,
1157,Prodapt Solutions,IT Services & Consulting
1158,Accel Frontline,IT Services & Consulting
1159,General Motors,Automobile
1160,Quikr,Internet
1161,AuthBridge Research Services,IT Services & Consulting
1162,Bses Rajdhani Power,Power
1163,VA Tech Wabag,Power
1164,FIITJEE,Education & Training
1165,Incedo,IT Services & Consulting
1166,Isuzu Motors,Automobile
1167,Saud Bahwan Group,Automobile
1168,OLX,IT Services & Consulting
1169,Wipro Infrastructure Engineering,Industrial Machinery
1170,Sharda Motor Industries,Auto Components
1171,Biba Apparels,Fashion & Textile
1172,Kotak Mahindra Prime,Banking
1173,Shilpa Medicare,Pharma
1174,Alshaya Group,Retail
1175,IDFC FIRST Bharat,NBFC
1176,First Advantage,Recruitment
1177,Lumina Datamatics,IT Services & Consulting
1178,Amway India Enterprises,FMCG
1179,Renew Solar Power,Power
1180,Vivanta by Taj,Hospitality
1181,Skipper,Power
1182,Raychem RPG,Electrical Equipment
1183,Primus Global Technologies,IT Services & Consulting
1184,GE Healthcare,Healthcare
1185,Collins Aerospace,Defence & Aerospace
1186,H.G. Infra Engineering,Engineering & Construction
1187,RAMTeCH Software Solutions,IT Services & Consulting
1188,Svatantra Microfin,NBFC
1189,Bitwise Solutions,IT Services & Consulting
1190,Spinny,Internet
1191,ZUVENTUS HEALTHCARE,Pharma
1192,Nityo Infotech,IT Services & Consulting
1193,Epicenter Technologies,IT Services & Consulting
1194,Zydus Wellness,FMCG
1195,Lea Associates South Asia,Power
1196,Progressive Infotech,IT Services & Consulting
1197,Sandhar Technologies,Auto Components
1198,Electrotherm,Iron & Steel
1199,Indo Autotech,Auto Components
1200,Engineers India,Engineering & Construction
1201,Vijaya Diagnostic Centre,Healthcare
1202,Pratap Technocrats,Telecom
1203,Glorious Insight,IT Services & Consulting
1204,Central Industrial Security Force,Government
1205,BASF,Chemicals
1206,Dodsal Engineering & Construction,Engineering & Construction
1207,CreditAccess Grameen,Financial Services
1208,Government of India,Government
1209,GKN,Industrial Machinery
1210,Xyz Company,Financial Services
1211,McDermott International,Oil & Gas
1212,KFintech,FinTech
1213,Temenos,IT Services & Consulting
1214,Amphenol Interconnect,Electrical Equipment
1215,Test Yantra Software Solutions,IT Services & Consulting
1216,Amazon Logistics,Logistics
1217,Deepak Fertilisers and Petrochemicals,Agro Chemicals
1218,ACTE,Education & Training
1219,Turbo Energy,Auto Components
1220,Holiday Inn,Hospitality
1221,Orient Craft,Fashion & Textile
1222,Dimension Data,IT Services & Consulting
1223,Encore Capital Group,IT Services & Consulting
1224,Rico Auto Industries,Auto Components
1225,T-Systems,IT Services & Consulting
1226,Micro Turners,Auto Components
1227,India Japan Lighting,Auto Components
1228,Edubridge Learning,Education & Training
1229,Mount Litera Zee School,Education & Training
1230,Ups Logistics,Logistics
1231,CMS Computers Limited (INDIA),IT Services & Consulting
1232,LifeCell International,Biotechnology
1233,Akal Information Systems,IT Services & Consulting
1234,Integreon,Legal
1235,Thriveni Earthmovers,Metals & Mining
1236,Border Security Force,Defence & Aerospace
1237,MattsenKumar,BPO
1238,NSB Bpo Solutions,BPO
1239,Lowe's,IT Services & Consulting
1240,More Supermarket,Retail
1241,Linde India,Chemicals / Agri Inputs
1242,Ag Industries,Auto Components
1243,Care Hospital,Healthcare
1244,Bikanervala,FMCG
1245,Union Bank of India,Banking
1246,Diebold Nixdorf,IT Services & Consulting
1247,McNally Bharat Engineering Company,Engineering & Construction
1248,Jyothy Laboratories,FMCG
1249,Muthoot Microfin,Financial Services
1250,Neeyamo Enterprise Solutions,Recruitment
1251,Somany Ceramics,Building Material
1252,Shaktiman Tirth Agro Technology,Industrial Machinery
1253,Ameriprise Financial,Financial Services
