ceo,country,founded,industry,link,name,rank,revenue
Not found,China,Not found,"['Technology', 'Software and IT']",https://www.value.today/company/sinosoft,SINOSOFT,5198,85 Million USD
Not found,USA,1902,"['Financial Services', 'Banking Services']",https://www.value.today/company/central-bancompany,CENTRAL BANCOMPANY,5204,Not found
Not found,UK,1995,"['Real Estate', 'Healthcare', 'Property Investments']",https://www.value.today/company/primary-health-properties,PRIMARY HEALTH PROPERTIES,5203,192 Million USD
Not found,China,Not found,"['Basic Materials', 'Chemicals']",https://www.value.today/company/jenkem-technology-co.-ltd.,"JENKEM TECHNOLOGY CO., LTD.",5199,Not found
Not found,Japan,1898,"['Industries', 'Railway', 'Transportation']",https://www.value.today/company/keikyu-corporation,KEIKYU CORPORATION,5202,"1,935 Million USD"
Not found,USA,2004,"['Consumer Cyclical', 'Restaurants', 'Consumer Services', 'Entertainment']",https://www.value.today/company/shake-shack,SHAKE SHACK,5201,739 Million USD
Not found,Norway,1896,"['Utilities', 'Electric Utilities', 'Renewable Energy']",https://www.value.today/company/arendals-fossekompani-asa,ARENDALS FOSSEKOMPANI ASA,5200,476 Million USD
Not found,Sweden,1988,"['Technology', 'Communications Equipment']",https://www.value.today/company/hms-networks-ab-publ,HMS NETWORKS AB (PUBL),5196,209 Million USD
Not found,USA,1983,"['Consumer Cyclical', 'Consumer Services', 'Entertainment', 'Leisure']",https://www.value.today/company/cedar-fair,CEDAR FAIR,5197,"1,338 Million USD"
Not found,Taiwan,1997,"['Technology', 'Semiconductors']",https://www.value.today/company/powertech-technology,POWERTECH TECHNOLOGY,5213,"2,769 Million USD"
Not found,Japan,1978,['Real Estate'],https://www.value.today/company/katitas,KATITAS,5205,739 Million USD
Not found,China,Not found,"['Technology', 'Software and IT']",https://www.value.today/company/shanghai-weaver-network,SHANGHAI WEAVER NETWORK,5214,291 Million USD
Not found,USA,2008,"['Technology', 'Software and IT']",https://www.value.today/company/jfrog-ltd,JFROG LTD,5210,206 Million USD
Not found,Brazil,1983,"['Technology', 'Software and IT']",https://www.value.today/company/totvs,TOTVS,5209,641 Million USD
Not found,Brazil,1974,"['Consumer Defensive', 'Retail']",https://www.value.today/company/sendas-distribuidora-s..,SENDAS DISTRIBUIDORA S.A.,5208,"8,243 Million USD"
Not found,India,1996,"['Internet or Mobile App Based Business', 'Software and IT', 'Marketing Services', 'eCommerce', 'Trading']",https://www.value.today/company/indiamart-intermesh-limited,INDIAMART INTERMESH LIMITED,5211,94 Million USD
Not found,China,Not found,"['Consumer Cyclical', 'Home Furnishing']",https://www.value.today/company/guangdong-dongpeng-holdings-co.-ltd.,"GUANGDONG DONGPENG HOLDINGS CO., LTD.",5206,Not found
Not found,Japan,1980,"['Technology', 'Software and IT', 'Outsourcing and Staffing']",https://www.value.today/company/ns-solutions-corporation,NS SOLUTIONS CORPORATION,5212,"1,973 Million USD"
Not found,USA,1957,"['Basic Materials', 'Construction Materials', 'Wood Products']",https://www.value.today/company/boise-cascade-company,BOISE CASCADE COMPANY,5207,"7,926 Million USD"
Not found,Sweden,1906,"['Technology', 'Software and IT']",https://www.value.today/company/lagercrantz-group-ab-publ,LAGERCRANTZ GROUP AB (PUBL),5215,517 Million USD
Not found,South Korea,1973,"['Healthcare', 'HealthCare Products', 'Pharmaceutical']",https://www.value.today/company/hanmi-pharm,HANMI PHARM,5222,900 Million USD
Not found,USA,1997,"['Healthcare', 'Medical Equipment', 'HealthCare Products']",https://www.value.today/company/nuvasive,NUVASIVE,5223,"1,138 Million USD"
Not found,UK,1989,['Asset Management'],https://www.value.today/company/hg-capital-trust,HG CAPITAL TRUST,5217,803 Million USD
Not found,USA,1969,"['Industries', 'Utilities', 'Construction', 'Engineering Services']",https://www.value.today/company/dycom-industries,DYCOM INDUSTRIES,5218,"3,130 Million USD"
Not found,China,Not found,"['Basic Materials', 'Chemicals', 'Agriculture Related']",https://www.value.today/company/lier-chemical,LIER CHEMICAL,5219,Not found
Not found,Japan,2002,"['Healthcare', 'Biotechnology']",https://www.value.today/company/takara-bio,TAKARA BIO,5220,494 Million USD
Not found,Turkey,1995,"['Communication Services', 'Telecom', 'Internet Providers', 'Mobile Services', 'Fixed Line Service', 'Television Services']",https://www.value.today/company/turk-telekomunikasyon-anonim-sirketi,TURK TELEKOMUNIKASYON ANONIM SIRKETI,5224,"1,886 Million USD"
Not found,USA,1896,"['Industries', 'FMCG', 'Consumer Non Durables', 'Electrical Products']",https://www.value.today/company/energizer-holdings,ENERGIZER HOLDINGS,5216,"3,021 Million USD"
Not found,Germany,1997,"['Technology', 'Software and IT', 'Security Systems and Solutions']",https://www.value.today/company/secunet-security-networks,SECUNET SECURITY NETWORKS,5221,337 Million USD
Not found,Malta,1997,"['Consumer Cyclical', 'Gambling', 'Leisure', 'Entertainment']",https://www.value.today/company/unibet-group-plc,UNIBET GROUP PLC,5231,Not found
Not found,China,Not found,"['Technology', 'Software and IT Infrastructure']",https://www.value.today/company/hangzhou-dptech-technologies,HANGZHOU DPTECH TECHNOLOGIES,5228,150 Million USD
Not found,Thailand,1992,"['Utilities', 'Power Generation', 'Electricity Generation', 'Hydro-Electric Power', 'Wind Power', 'Solar Power', 'Renewable Energy']",https://www.value.today/company/electricity-generating-public-company,ELECTRICITY GENERATING PUBLIC COMPANY,5226,994 Million USD
Not found,China,Not found,"['Healthcare', 'Health Care Diagnostics']",https://www.value.today/company/maccura-biotechnology-co.ltd,MACCURA BIOTECHNOLOGY CO.LTD,5229,579 Million USD
Not found,China,Not found,"['Industries', 'Logistics']",https://www.value.today/company/cts-international-logistics-corporation,CTS INTERNATIONAL LOGISTICS CORPORATION,5227,"3,590 Million USD"
Not found,Israel,1993,"['Industries', 'Construction', 'Infrastructure']",https://www.value.today/company/electra,ELECTRA,5230,"2,749 Million USD"
Not found,USA,Not found,"['Energy', 'Oil and Gas', 'Utilities', 'Gas Utilities', 'Infrastructure']",https://www.value.today/company/tc-pipelines-lp,TC PIPELINES LP,5231,Not found
Not found,Hong Kong,1988,"['Consumer Cyclical', 'Footwear']",https://www.value.today/company/yue-yuen-industrial-holdings,YUE YUEN INDUSTRIAL (HOLDINGS),5233,"8,533 Million USD"
Not found,France,1850,"['Basic Materials', 'Chemicals']",https://www.value.today/company/robertet-sa,ROBERTET SA,5225,606 Million USD
Not found,USA,2012,"['Technology', 'Solar Power Devices']",https://www.value.today/company/sunnova-energy-international,SUNNOVA ENERGY INTERNATIONAL,5232,241 Million USD
Not found,Taiwan,2003,"['Consumer Cyclical', 'Automobile', 'Automobile Parts']",https://www.value.today/company/yulon-nissan-motor-co.-ltd,YULON NISSAN MOTOR CO. LTD,5241,815 Million USD
Not found,China,Not found,"['Consumer Cyclical', 'Textile', 'Leather Products', 'Internet or Mobile App Based Business']",https://www.value.today/company/nanji-e-commerce-co.-ltd,NANJI E-COMMERCE CO. LTD,5239,566 Million USD
Not found,China,Not found,"['Technology', 'Technology Hardware and Instruments']",https://www.value.today/company/navtech,NAVTECH,5238,135 Million USD
Not found,USA,1971,"['Healthcare', 'Medical Equipment', 'HealthCare Products']",https://www.value.today/company/haemonetics-corporation,HAEMONETICS CORPORATION,5235,993 Million USD
Not found,USA,1998,"['Healthcare', 'HealthCare Products', 'Biotechnology', 'Biopharmaceutical']",https://www.value.today/company/ptc-therapeutics,PTC THERAPEUTICS,5237,538 Million USD
Not found,Bermuda,2017,"['Communication Services', 'Media', 'Advertising', 'Consumer Services', 'Television Services', 'Telecom']",https://www.value.today/company/liberty-latin-america,LIBERTY LATIN AMERICA,5234,"4,799 Million USD"
Not found,Japan,1943,"['Basic Materials', 'Paper and Pulp']",https://www.value.today/company/daio-paper-corporation,DAIO PAPER CORPORATION,5236,"4,468 Million USD"
Not found,Australia,1934,"['Basic Materials', 'Construction Materials', 'Mining', 'Metals']",https://www.value.today/company/brickworks,BRICKWORKS,5242,614 Million USD
Not found,Canada,1953,"['Energy', 'Oil and Gas', 'Oil and Gas Equipment and Services', 'Oil Refining']",https://www.value.today/company/gibson-energy,GIBSON ENERGY,5243,"5,545 Million USD"
Not found,China,Not found,"['Basic Materials', 'Chemicals']",https://www.value.today/company/fujian-kuncai-material-technology,FUJIAN KUNCAI MATERIAL TECHNOLOGY,5240,130 Million USD
Not found,Israel,1983,"['Technology', 'Electronics', 'Consumer Electronics']",https://www.value.today/company/maytronics,MAYTRONICS,5244,432 Million USD
Not found,Hong Kong,2009,"['Communication Services', 'Entertainment', 'Technology', 'Internet or Mobile App Based Business']",https://www.value.today/company/alibaba-pictures-group,ALIBABA PICTURES GROUP,5252,531 Million USD
Not found,China,Not found,"['Retail', 'eCommerce', 'Internet or Mobile App Based Business']",https://www.value.today/company/dada-nexus-ltd,DADA NEXUS LTD,5248,999 Million USD
Not found,South Korea,1973,"['Financial Services', 'Stock Markets, Trading, Capital Markets']",https://www.value.today/company/meritz-securities,MERITZ SECURITIES,5251,"1,477 Million USD"
Not found,Taiwan,1964,"['Consumer Cyclical', 'Packaging', 'Packaging Materials', 'Glass Products']",https://www.value.today/company/taiwan-glass-ind,TAIWAN GLASS IND,5250,"1,853 Million USD"
Not found,Indonesia,1996,"['Energy', 'Coal Mining', 'Mining']",https://www.value.today/company/pt-dian-swastatika-sentosa-tbk,PT DIAN SWASTATIKA SENTOSA TBK,5247,Not found
Not found,Canada,1968,"['Financial Services', 'Insurance']",https://www.value.today/company/e-l-financial-corporation,E-L FINANCIAL CORPORATION,5253,"1,786 Million USD"
Not found,Brazil,2001,"['Utilities', 'Electric Utilities', 'Electricity Generation', 'Power Generation', 'Coal Mining', 'Mining', 'Natural Gas Generation']",https://www.value.today/company/eneva,ENEVA,5249,"1,008 Million USD"
Not found,China,Not found,"['Financial Services', 'Banking Services']",https://www.value.today/company/bank-gansu,BANK OF GANSU,5245,630 Million USD
Not found,India,1988,['Financial Services'],https://www.value.today/company/poonawalla-fincorp-limited,POONAWALLA FINCORP LIMITED,5246,247 Million USD
Not found,USA,1946,"['Consumer Defensive', 'Retail', 'Super Markets']",https://www.value.today/company/grocery-outlet-holding,GROCERY OUTLET HOLDING,5254,"3,079 Million USD"
Not found,USA,2013,"['Healthcare', 'Biotechnology']",https://www.value.today/company/recursion-pharmaceuticals-inc.,"RECURSION PHARMACEUTICALS, INC.",5259,10 Million USD
Not found,South Korea,Not found,"['Financial Services', 'Insurance']",https://www.value.today/company/orange-life-insurance,ORANGE LIFE INSURANCE,5263,Not found
Not found,USA,2019,"['Financial Services', 'Asset Management']",https://www.value.today/company/blackrock-science-and-technology-trust-ii,BLACKROCK SCIENCE AND TECHNOLOGY TRUST II,5261,250 Million USD
Not found,China,Not found,"['Basic Materials', 'Mining']",https://www.value.today/company/sichuan-anning-iron-and-titanium-co.ltd.,"SICHUAN ANNING IRON AND TITANIUM CO.,LTD.",5260,Not found
Not found,China,Not found,"['Consumer Cyclical', 'Automobile', 'Automobile Parts']",https://www.value.today/company/ningbo-jifeng-auto-parts,NINGBO JIFENG AUTO PARTS,5257,Not found
Not found,Not found,1986,Not found,https://www.value.today/company/arhaus-inc,"ARHAUS, INC.",5258,Not found
Not found,Switzerland,1862,"['Industries', 'Tools and Equipment', 'Security Systems and Solutions', 'Engineering Products']",https://www.value.today/company/dormakaba-holding-ag,DORMAKABA HOLDING AG,5262,"2,861 Million USD"
Not found,Japan,1935,"['Consumer Cyclical', 'Apparels and Accessories', 'Retail', 'Sports Goods', 'Leisure']",https://www.value.today/company/descente,DESCENTE,5256,795 Million USD
Not found,USA,2014,"['Consumer Cyclical', 'Capital Goods', 'Sports Goods', 'Entertainment', 'Leisure']",https://www.value.today/company/vista-outdoor,VISTA OUTDOOR,5255,"3,044 Million USD"
Not found,India,1970,"['Consumer Defensive', 'Food and Beverage', 'Beverages', 'Food Products', 'FMCG', 'Package Foods']",https://www.value.today/company/hatsun-agro-product,HATSUN AGRO PRODUCT,5269,795 Million USD
Not found,China,Not found,"['Industries', 'Industry Machinery']",https://www.value.today/company/leo-group,LEO GROUP,5266,"2,951 Million USD"
Not found,UK,1855,['Real Estate'],https://www.value.today/company/savills,SAVILLS,5264,0 Million USD
Not found,India,1973,"['Healthcare', 'HealthCare Products', 'Pharmaceutical']",https://www.value.today/company/ajanta-pharma,AJANTA PHARMA,5263,411 Million USD
Not found,USA,2006,"['Healthcare', 'Pharmaceutical']",https://www.value.today/company/pacira-biosciences,PACIRA BIOSCIENCES,5267,541 Million USD
Not found,USA,1984,"['Consumer Defensive', 'HealthCare Products', 'Marketing Services', 'FMCG']",https://www.value.today/company/nu-skin-enterprises,NU SKIN ENTERPRISES,5268,"2,695 Million USD"
Not found,India,1992,"['Communication Services', 'Media', 'Advertising', 'Television Services', 'Broadcasting']",https://www.value.today/company/sun-tv-network,SUN TV NETWORK,5265,449 Million USD
Not found,Norway,1999,"['Industries', 'Logistics']",https://www.value.today/company/wallenius-wilhelmsen-asa,WALLENIUS WILHELMSEN ASA,5272,"3,884 Million USD"
Not found,China,Not found,"['Industries', 'Shipping']",https://www.value.today/company/tangshan-port-group,TANGSHAN PORT GROUP,5271,884 Million USD
Not found,France,1958,"['Energy', 'Oil and Gas']",https://www.value.today/company/technip-energies-n.v.,TECHNIP ENERGIES N.V.,5270,"7,096 Million USD"
Not found,China,Not found,"['Communication Services', 'Internet or Mobile App Based Business']",https://www.value.today/company/visual-china-group,VISUAL CHINA GROUP,5273,Not found
Not found,China,Not found,"['Basic Materials', 'Pharmaceutical', 'HealthCare Products', 'Chemicals']",https://www.value.today/company/yanan-bicon-pharmaceutical-listed-company,YANAN BICON PHARMACEUTICAL LISTED COMPANY,5277,Not found
Not found,Taiwan,1918,"['Industries', 'Machinery Manufacturing', 'Metal Fabrication Products', 'Refrigerators', 'Home Appliances', 'Industry Machinery', 'Electronics', 'Kitchen Appliances', 'Transportation', 'Conglomerate']",https://www.value.today/company/tatung,TATUNG,5282,978 Million USD
Not found,China,Not found,"['Financial Services', 'Stock Markets, Trading, Capital Markets']",https://www.value.today/company/polaris-bay-group,POLARIS BAY GROUP,5281,547 Million USD
Not found,USA,2004,"['Financial Services', 'Infrastructure', 'Asset Management']",https://www.value.today/company/cohen-steers-infrastructure-fund,COHEN & STEERS INFRASTRUCTURE FUND,5280,522 Million USD
Not found,Japan,1958,"['Technology', 'Software and IT']",https://www.value.today/company/nihon-unisys,NIHON UNISYS,5279,0 Million USD
Not found,Canada,1990,"['Utilities', 'Electric Utilities', 'Electricity Generation', 'Power Generation', 'Renewable Energy']",https://www.value.today/company/innergex-renewable-energy,INNERGEX RENEWABLE ENERGY,5278,574 Million USD
Not found,USA,1970,"['Healthcare', 'Machinery Manufacturing', 'Manufacturing', 'Medical Equipment']",https://www.value.today/company/integer-holdings-corporation,INTEGER HOLDINGS CORPORATION,5275,"1,221 Million USD"
Not found,USA,Not found,"['Financial Services', 'Asset Management']",https://www.value.today/company/blackrock-health-sciences-trust-ii,BLACKROCK HEALTH SCIENCES TRUST II,5276,0 Million USD
Not found,USA,2016,"['Software and IT Infrastructure', 'Technology']",https://www.value.today/company/evercommerce-inc.,EVERCOMMERCE INC.,5274,490 Million USD
Not found,Jersey,Not found,"['Brokerage Services', 'Financial Services', 'Analytics', 'Commodities Trading', 'Trading']",https://www.value.today/company/tp-icap-group-plc,TP ICAP GROUP PLC,5282,Not found
Not found,Switzerland,Not found,"['Technology', 'Technology Hardware and Instruments']",https://www.value.today/company/comet-holding-ag,COMET HOLDING AG,5290,549 Million USD
