ceo,country,employees,founded,industry,link,name,revenue
Paul K. Mylonas,Greece,"7,346",1841,Banking,https://www.forbes.com/companies/national-bank-of-greece,National Bank of Greece,$2.7B
Matthew J. Meloy,United States,"2,430",2005,Oil & Gas Operations,https://www.forbes.com/companies/targa-resources,Targa Resources,$17.4B
Yasuo Takeuchi,Japan,"31,653",1968,Technology Hardware & Equipment,https://www.forbes.com/companies/olympus,Olympus,$7.7B
Mathias Miedreich,Belgium,"11,050",1904,Materials,https://www.forbes.com/companies/umicore,Umicore,$28.4B
Peter M. Kern,United States,"14,800",1996,Business Services & Supplies,https://www.forbes.com/companies/expedia-group,Expedia Group,$8.6B
Pau Chu Lo,Taiwan,"10,782",1919,Diversified Financials,https://www.forbes.com/companies/hua-nan-financial,Hua Nan Financial,$2.5B
Yu Zhong,China,"15,831",2002,"Food, Drink & Tobacco",https://www.forbes.com/companies/jiangsu-yanghe-brewery,Jiangsu Yanghe Brewery,$3.1B
Edmond Scanlon,Ireland,"22,000",1972,"Food, Drink & Tobacco",https://www.forbes.com/companies/kerry-group,Kerry Group,$8.7B
Vincent Warnery,Germany,"20,567",1882,Household & Personal Products,https://www.forbes.com/companies/beiersdorf,Beiersdorf,$9B
Roger Krone,United States,"39,000",1969,"IT, Internet, Software & Services",https://www.forbes.com/companies/leidos,Leidos,$13.7B
Mark J. Costa,United States,"14,000",1920,Chemicals,https://www.forbes.com/companies/eastman,Eastman,$10.5B
Curtis A. Morgan,United States,"5,060",Not found,Utilities,https://www.forbes.com/companies/vistra-energy,Vistra Energy,$13.3B
Makoto Kaiwa,Japan,"24,717",1951,Utilities,https://www.forbes.com/companies/tohoku-electric-power,Tohoku Electric Power,$19.5B
Massimo Antonio Doris,Italy,"3,318",1997,Insurance,https://www.forbes.com/companies/banca-mediolanum,Banca Mediolanum,$6.4B
Wojciech Dabrowski,Poland,"40,141",1990,Utilities,https://www.forbes.com/companies/pge-polska-grupa-energetyczna,PGE Polska Grupa Energetyczna,$12B
Kevin M. Stein,United States,"13,300",2003,Aerospace & Defense,https://www.forbes.com/companies/transdigm-group,TransDigm Group,$4.9B
Brian Jude Cassin,Ireland,"20,600",1996,Business Services & Supplies,https://www.forbes.com/companies/experian,Experian,$5.9B
"Ung-Kee Cho, Hyun-Man Choi",South Korea,"3,809",1999,Diversified Financials,https://www.forbes.com/companies/mirae-asset-financial-group,Mirae Asset Financial Group,$3.5B
Christian Otto Sinding,Sweden,"1,160",2011,Diversified Financials,https://www.forbes.com/companies/eqt-ab,EQT AB,$1.8B
Manoj Jain,India,"18,084",1984,Oil & Gas Operations,https://www.forbes.com/companies/gail-india,GAIL India,$11B
Xiao Li,China,"27,018",1999,Materials,https://www.forbes.com/companies/inner-mongolia-baotou-steel,Inner Mongolia Baotou Steel,$13.2B
Wing Kin Chan,Hong Kong,"2,106",1982,Oil & Gas Operations,https://www.forbes.com/companies/towngas,Towngas,$6.9B
Hassane El-Khoury,United States,"30,000",1999,Semiconductors,https://www.forbes.com/companies/on-semiconductor,ON Semiconductor Corp.,$6.7B
Stefano Antonio Donnarumma,Italy,"5,000",1999,Utilities,https://www.forbes.com/companies/terna,Terna,$3.1B
Arnold W. Donald,United States,"120,000",1972,Travel & Leisure      ,https://www.forbes.com/companies/carnival-corporation,Carnival Corporation,$3.5B
Edward Baltazar Pitoniak,United States,152,2016,Diversified Financials,https://www.forbes.com/companies/vici-properties,VICI Properties,$1.5B
Brian R. Niccol,United States,"97,660",1993,"Hotels, Restaurants & Leisure",https://www.forbes.com/companies/chipotle-mexican-grill,Chipotle Mexican Grill,$7.5B
Naoki Adachi,Japan,"52,401",1900,Business Services & Supplies,https://www.forbes.com/companies/toppan-printing,Toppan Printing,$13.8B
Wei Qing Leng,China,"39,015",2004,Capital Goods,https://www.forbes.com/companies/shanghai-electric-group,Shanghai Electric Group,$19.9B
Bilal Eksi,Turkey,"37,670",1933,Transportation,https://www.forbes.com/companies/turkish-airlines,Turkish Airlines,$10.9B
Benedetto Vigna,Italy,"4,609",1947,Consumer Durables,https://www.forbes.com/companies/ferrari,Ferrari,$5B
Craig R. Smiddy,United States,"9,600",1887,Insurance,https://www.forbes.com/companies/old-republic-international,Old Republic International,$9.3B
Pedro Manuel de Castro Soares dos Santos,Portugal,"123,458",1792,Food Markets,https://www.forbes.com/companies/jeronimo-martins,Jeronimo Martins,$24.7B
Bryan C. Hanson,United States,"19,500",1927,Health Care Equipment & Services,https://www.forbes.com/companies/zimmer-biomet,Zimmer Biomet,$7.8B
Roy Harvey,United States,"12,200",1888,Materials,https://www.forbes.com/companies/alcoa,Alcoa,$12.8B
Kevin Thomas Gallagher,Australia,"3,786",1954,Oil & Gas Operations,https://www.forbes.com/companies/santos,Santos,$4.8B
S?awomir Cyza,France,"71,692",1928,Capital Goods,https://www.forbes.com/companies/alstom,Alstom,$15.2B
Masayoshi Nuki,Japan,"21,273",1951,Utilities,https://www.forbes.com/companies/kyushu-electric-power,Kyushu Electric Power,$16.2B
Richard J. Richard J. Kramer,United States,"72,000",1898,Automotive (Automotive and Suppliers),https://www.forbes.com/companies/goodyear,Goodyear,$17.5B
Paolo Rocca,Luxembourg,"22,776",2001,Materials,https://www.forbes.com/companies/tenaris,Tenaris,$6.5B
Mark Royce Vassella,Australia,"6,000",2002,Materials,https://www.forbes.com/companies/bluescope-steel,Bluescope Steel,$12.4B
Yusri bin Mohamed Yusof,Malaysia,"4,585",1998,Chemicals,https://www.forbes.com/companies/petronas-chemicals,Petronas Chemicals,$5.6B
Francis A. deSouza,United States,"7,800",1998,Drugs & Biotechnology,https://www.forbes.com/companies/illumina,Illumina,$4.5B
Dr. Aart de Geus,United States,"16,361",1986,IT Software & Services,https://www.forbes.com/companies/synopsys,Synopsys,$4.5B
Yong Pan Liang,China,"33,483",1994,Utilities,https://www.forbes.com/companies/datang-international-power,Datang International Power,$15.8B
Ramon S. Ang,Philippines,"28,651",2008,Oil & Gas Operations,https://www.forbes.com/companies/top-frontier-investment-holdings,Top Frontier Investment Holdings,$17.3B
Thierry le Hénaff,France,"20,030",2004,Chemicals,https://www.forbes.com/companies/arkema,Arkema,$11.3B
Masaaki Tanaka,Japan,"30,247",1881,Chemicals,https://www.forbes.com/companies/nippon-paint,Nippon Paint,$9.2B
Mitsugu Yamaguchi,Japan,"40,517",1905,Materials,https://www.forbes.com/companies/kobe-steel,Kobe Steel,$18B
Konstantinos Panteli Michalidis,Greece,"1,882",1927,Banking,https://www.forbes.com/companies/bank-of-greece,Bank of Greece,$1.1B
Zong Quan Chen,China,"6,594",1997,Banking,https://www.forbes.com/companies/bank-of-guiyang,Bank Of Guiyang,$4.7B
Oh-Gap Kwon,South Korea,39,1972,Capital Goods,https://www.forbes.com/companies/hd-hyundai,HD HYUNDAI,$24.9B
Simon Thompson,United Kingdom,"140,000",1516,Transportation and Logistics,https://www.forbes.com/companies/royal-mail,Royal Mail,$17.8B
Gilles G. Martin,Luxembourg,"57,992",2012,Health Care Equipment & Services,https://www.forbes.com/companies/eurofins-scientific-societe-europeenne,Eurofins Scientific Societe Europeenne,$7.9B
Lars Fredrik Elis Lundberg,Sweden,"3,259",1944,Diversified Financials,https://www.forbes.com/companies/lundbergs,Lundbergs,$3.4B
Li Zhang,China,"60,325",1994,Construction,https://www.forbes.com/companies/guangzhou-rf,Guangzhou R&F,$12.4B
Ming Hui Liu,Hong Kong,"59,462",1995,Utilities,https://www.forbes.com/companies/china-gas-holdings,China Gas Holdings,$10.5B
Zhong Bao Tan,China,"12,614",Not found,"Food, Drink & Tobacco",https://www.forbes.com/companies/shanxi-xinghuacun-fen-wine-factory,Shanxi Xinghuacun Fen Wine Factory,$2.6B
Stephen P. MacMillan,United States,"6,705",1985,Health Care Equipment & Services,https://www.forbes.com/companies/hologic,Hologic,$5.5B
Kenneth A. Vecchione,United States,"3,139",1995,Banking,https://www.forbes.com/companies/western-alliance-bancorp,Western Alliance Bancorp.,$2.3B
Hong Jiong Song,China,"20,000",1992,Trading Companies,https://www.forbes.com/companies/wuchan-zhongda-group,Wuchan Zhongda Group,$87.3B
Eric Richer la Flèche,Canada,"90,000",1947,Food Markets,https://www.forbes.com/companies/metro-inc,Metro,$14.6B
Ricardo Dell Aquila Mussa,Brazil,"29,350",Not found,Retailing,https://www.forbes.com/companies/raizen,Raizen,$30.1B
Greg C. Gantt,United States,"23,663",1934,Transportation,https://www.forbes.com/companies/old-dominion-freight-line,Old Dominion Freight Line,$5.3B
Uri Levin,Israel,"8,899",1935,Banking,https://www.forbes.com/companies/israel-discount-bank,Israel Discount Bank,$3.9B
Deja Tulananda,Thailand,Not found,1993,Banking,https://www.forbes.com/companies/bangkok-bank,Bangkok Bank,$5.4B
Hakan Binbasgil,Turkey,"12,459",1948,Banking,https://www.forbes.com/companies/akbank,Akbank,$6B
Osamu Hashimoto,Japan,"18,051",1997,Chemicals,https://www.forbes.com/companies/mitsui-chemicals,Mitsui Chemicals,$13.8B
Not found,China,"14,413",2017,Construction,https://www.forbes.com/companies/midea-real-estate-holding,Midea Real Estate Holding,$11.5B
Bo Xun Wu,Japan,"50,478",1912,Consumer Durables,https://www.forbes.com/companies/sharp,Sharp,$22.8B
Joost F. E. Farwerck,Netherlands,"9,699",1989,Telecommunications Services,https://www.forbes.com/companies/kpn,KPN,$6.2B
Michelle Gass,United States,"99,000",1962,Retailing,https://www.forbes.com/companies/kohls,Kohl's,$19.4B
Hua Rong Zhu,China,"40,298",1996,Consumer Durables,https://www.forbes.com/companies/chongqing-changan-aut,Chongqing Changan Auto,$16B
Greg Hicks,Canada,"58,000",1922,Conglomerate,https://www.forbes.com/companies/canadian-tire,Canadian Tire,$13B
Elisabeth Stadler,Austria,"25,684",1824,Insurance,https://www.forbes.com/companies/vienna-insurance-group,Vienna Insurance Group,$12.6B
Ming Gui Zhang,China,"95,993",1998,"Food, Drink & Tobacco",https://www.forbes.com/companies/new-hope-liuhe,New Hope Liuhe,$19.9B
Hong Gan,China,"13,763",Not found,Construction,https://www.forbes.com/companies/sichuan-road-bridge-co-ltd-class-a,Sichuan Road & Bridge,$13.1B
Aaron Jayson Adair,United States,"8,600",1982,Business Services & Supplies,https://www.forbes.com/companies/copart,Copart,$3.2B
Lauren R. Hobart,United States,"50,800",1948,Retail and Wholesale,https://www.forbes.com/companies/dicks-sporting-goods,Dick's Sporting Goods,$12.3B
Yun Shu Zhou,China,"28,903",1970,Drugs & Biotechnology,https://www.forbes.com/companies/jiangsu-hengrui-medicine,Jiangsu Hengrui Medicine,$4.3B
Marc D. Miller,United States,"89,400",1979,Health Care Equipment & Services,https://www.forbes.com/companies/universal-health-services,Universal Health Services,$12.6B
Javier Foncerrada Izquierdo,Mexico,"11,441",1985,Banking,https://www.forbes.com/companies/grupo-inbursa,Grupo Inbursa,$3.5B
Not found,China,"7,962",1952,Banking,https://www.forbes.com/companies/dongguan-rural-commercial-bank,Dongguan Rural Commercial Bank,$3.8B
Éric Trappier,France,"12,371",1911,Aerospace & Defense,https://www.forbes.com/companies/dassault-aviation,Dassault Aviation,$8.6B
Svein Tore Holsether,Norway,"16,757",2003,Chemicals,https://www.forbes.com/companies/yara-international,Yara International,$16.6B
César González-Bueno,Spain,"20,070",1881,Banking,https://www.forbes.com/companies/banco-de-sabadell,Banco de Sabadell,$7B
Sunny George Verghese,Singapore,"81,650",1989,"Food, Drink & Tobacco",https://www.forbes.com/companies/olam-group,Olam Group,$35B
"Edward Hu, Ge Li",China,"34,912",2000,Drugs & Biotechnology,https://www.forbes.com/companies/wuxi-apptec,Wuxi Apptec,$3.6B
Ignacio Alvarez,United States,"8,351",1893,Banking,https://www.forbes.com/companies/popular,Popular,$2.8B
Mark Poweska,Canada,"8,398",2015,Utilities,https://www.forbes.com/companies/hydro-one,Hydro One,$5.8B
Not found,Japan,"52,021",2006,Transportation,https://www.forbes.com/companies/sg-holdings,SG Holdings,$13.6B
Masayoshi Fujimoto,Japan,"19,463",2003,Trading Companies,https://www.forbes.com/companies/sojitz,Sojitz,$18.1B
Long Jiang,China,"95,780",2001,Technology Hardware & Equipment,https://www.forbes.com/companies/goertek,Goertek,$12.1B
Nicholas Simon Jeffery,United States,"15,600",Not found,Telecommunications Services,https://www.forbes.com/companies/frontier,Frontier Communications Parent,$6.4B
Ilija Batljan,Sweden,289,Not found,Construction,https://www.forbes.com/companies/samhallsbyggnadsbolaget-i-norden,Samhallsbyggnadsbolaget I Norden,$692M
Klaus Rosenfeld,Germany,"82,981",1905,Consumer Durables,https://www.forbes.com/companies/schaeffler,Schaeffler,$16.4B
Nir Gilad,Israel,"4,565",1974,Insurance,https://www.forbes.com/companies/migdal-insurance,Migdal Insurance,$11.3B
Boris Yuryevich Kovalchuk,Russia,Not found,1997,Utilities,https://www.forbes.com/companies/inter-rao,Inter Rao,$15.1B
Michael William Thomas,South Africa,"27,303",1888,Banking,https://www.forbes.com/companies/nedbank,Nedbank,$6.1B
Rong Gui Xi,Hong Kong,"11,775",1992,Construction,https://www.forbes.com/companies/hopson-development-holdings,Hopson Development Holdings,$4B
David A. Zapico,United States,"18,500",1930,Conglomerates,https://www.forbes.com/companies/ametek,Ametek,$5.5B
Mo Koo Kwang,South Korea,186,1958,Chemicals,https://www.forbes.com/companies/lg,LG ,$4.3B
Anders Danielsson,Sweden,"30,051",1887,"Construction, Oil & Gas Operations, Mining and Chemicals",https://www.forbes.com/companies/skanska,Skanska,$16.8B
Bin Xu,China,"35,336",2008,Materials,https://www.forbes.com/companies/hbis,HBIS,$15.5B
Giuseppe Castagna,Italy,"22,000",2017,Banking,https://www.forbes.com/companies/banco-bpm,Banco BPM,$5.4B
Xiang Dong Wu,China,"21,450",Not found,Construction,https://www.forbes.com/companies/china-fortune-land-development,China Fortune Land Development,$10.4B
Pieter van van der Does,Netherlands,"2,180",2006,IT Software & Services,https://www.forbes.com/companies/adyen,Adyen,$7.1B
Benjamin M. Smith,France,"42,000",2004,Transportation and Logistics,https://www.forbes.com/companies/air-france-klm,Air France-KLM,$16.9B
Steve Demetriou,United States,"55,000",1947,"Construction, Oil & Gas Operations, Mining and Chemicals",https://www.forbes.com/companies/jacobs-engineering,Jacobs Engineering,$14.1B
Ru Ge Li,Hong Kong,"29,827",2001,Utilities,https://www.forbes.com/companies/china-resources-power,China Resources Power,$11.6B
Vincent Sorgi,United States,"5,607",1994,Utilities,https://www.forbes.com/companies/ppl,PPL,$5.8B
Colin Hunt,Ireland,"8,916",1825,Banking,https://www.forbes.com/companies/aib-group,AIB Group,$3.3B
Louis Scott Charlton,Australia,"8,000",1996,Transportation,https://www.forbes.com/companies/transurban-group,Transurban Group,$2.1B
Michael L. Rose,Canada,651,2008,Oil & Gas Operations,https://www.forbes.com/companies/tourmaline-oil,Tourmaline Oil,$3.8B
Obaid bin Abdullah Al-Rashid,Saudi Arabia,"4,059",1949,Banking,https://www.forbes.com/companies/arab-national-bank,Arab National Bank,$1.7B
Matthew J. Murphy,United States,"6,729",1995,Semiconductors,https://www.forbes.com/companies/marvell-technology,Marvell Technology,$4.5B
Liam K. Griffin,United States,"11,000",2002,Semiconductors,https://www.forbes.com/companies/skyworks-solutions,Skyworks Solutions,$5.1B
Jayshree V. Ullal,United States,"2,993",2004,Technology Hardware & Equipment,https://www.forbes.com/companies/arista-networks,Arista Networks,$2.9B
Not found,China,Not found,1985,Utilities,https://www.forbes.com/companies/china-three-gorges-renewables-group,China Three Gorges Renewables (Group),$1.6B
Andrew P. Wilson,United States,"11,000",1982,Consumer Durables,https://www.forbes.com/companies/electronic-arts,Electronic Arts,$6.6B
Jeremy Peter Jackson,Ireland,"16,813",1988,"Hotels, Restaurants & Leisure",https://www.forbes.com/companies/flutter-entertainment,Flutter Entertainment,$8.3B
Eric Thomas Steigerwalt,United States,"1,500",1863,Insurance,https://www.forbes.com/companies/brighthouse-financial,Brighthouse Financial,$7.1B
Luís Gallego Martín,United Kingdom,"56,658",1974,Transportation,https://www.forbes.com/companies/international-airlines,International Airlines,$9.9B
Mikael Staffas,Sweden,"6,167",1925,Materials,https://www.forbes.com/companies/boliden,Boliden,$8B
W. Anthony Will,United States,"3,000",1946,Chemicals,https://www.forbes.com/companies/cf-industries-holdings,CF Industries Holdings,$6.5B
Krairit Euchukanonchai,Thailand,Not found,1966,Banking,https://www.forbes.com/companies/krung-thai-bank,Krung Thai Bank,$4.4B
Wei Cheng,China,Not found,2013,IT Software & Services,https://www.forbes.com/companies/didi-global,DiDi Global,$26.9B
Cheol-Young Lee,South Korea,"4,061",1955,Insurance,https://www.forbes.com/companies/hyundai-marine-fire,Hyundai Marine & Fire,$13.1B
Benjamin Steinbruch,Brazil,"35,179",1941,Materials,https://www.forbes.com/companies/csn,CSN,$8.9B
John J. Christmann IV,United States,"2,253",1954,Oil & Gas Operations,https://www.forbes.com/companies/apa,APA,$8B
Erik Martin Lindqvist,Sweden,"14,235",Not found,Materials,https://www.forbes.com/companies/ssab-ab,SSAB AB,$11.2B
Daniel Ernest Henri Julien,France,"420,000",1978,Business Services & Supplies,https://www.forbes.com/companies/teleperformance,Teleperformance,$8.4B
Mark A. Clouse,United States,"14,100",1869,"Food, Drink & Tobacco",https://www.forbes.com/companies/campbell-soup,Campbell Soup,$8.3B
Harold Y. H. Boël,Belgium,Not found,1956,Diversified Financials,https://www.forbes.com/companies/sofina,Sofina,$118M
Frank Andre van Zanten,United Kingdom,"21,021",1854,Trading Companies,https://www.forbes.com/companies/bunzl,Bunzl,$14.1B
